# Frequency (Hz)	EO Bandwidth (dB)
1.07e+11	-4.652477
1.08e+11	-4.658116
1.08e+11	-4.663753
1.08e+11	-4.669389
1.08e+11	-4.675025
1.08e+11	-4.680659
1.08e+11	-4.686292
1.08e+11	-4.691923
1.08e+11	-4.697554
1.08e+11	-4.703184
1.08e+11	-4.708812
1.08e+11	-4.714439
1.09e+11	-4.720066
1.09e+11	-4.725691
1.09e+11	-4.731314
1.09e+11	-4.736937
1.09e+11	-4.742559
1.09e+11	-4.748179
1.09e+11	-4.753798
1.09e+11	-4.759416
1.09e+11	-4.765033
1.10e+11	-4.770649
1.10e+11	-4.776263
1.10e+11	-4.781877
1.10e+11	-4.787489
1.10e+11	-4.793100
1.10e+11	-4.798709
1.10e+11	-4.804318
1.10e+11	-4.809925
1.10e+11	-4.815532
1.10e+11	-4.821137
1.10e+11	-4.826740
1.11e+11	-4.832343
1.11e+11	-4.837944
1.11e+11	-4.843544
1.11e+11	-4.849143
1.11e+11	-4.854741
1.11e+11	-4.860337
1.11e+11	-4.865933
1.11e+11	-4.871527
1.11e+11	-4.877119
1.12e+11	-4.882711
1.12e+11	-4.888301
1.12e+11	-4.893890
1.12e+11	-4.899478
1.12e+11	-4.905065
1.12e+11	-4.910650
1.12e+11	-4.916234
1.12e+11	-4.921817
1.12e+11	-4.927399
1.12e+11	-4.932979
1.12e+11	-4.938558
1.13e+11	-4.944136
1.13e+11	-4.949712
1.13e+11	-4.955288
1.13e+11	-4.960862
1.13e+11	-4.966434
1.13e+11	-4.972006
1.13e+11	-4.977576
1.13e+11	-4.983145
1.13e+11	-4.988712
1.14e+11	-4.994278
1.14e+11	-4.999843
1.14e+11	-5.005407
1.14e+11	-5.010970
1.14e+11	-5.016531
1.14e+11	-5.022090
1.14e+11	-5.027649
1.14e+11	-5.033206
1.14e+11	-5.038762
1.14e+11	-5.044317
1.14e+11	-5.049870
1.15e+11	-5.055422
1.15e+11	-5.060972
1.15e+11	-5.066522
1.15e+11	-5.072070
1.15e+11	-5.077616
1.15e+11	-5.083162
1.15e+11	-5.088706
1.15e+11	-5.094248
1.15e+11	-5.099789
1.16e+11	-5.105329
1.16e+11	-5.110868
1.16e+11	-5.116405
1.16e+11	-5.121941
1.16e+11	-5.127476
1.16e+11	-5.133009
1.16e+11	-5.138541
1.16e+11	-5.144072
1.16e+11	-5.149601
1.16e+11	-5.155129
1.16e+11	-5.160655
1.17e+11	-5.166180
1.17e+11	-5.171704
1.17e+11	-5.177226
1.17e+11	-5.182747
1.17e+11	-5.188267
1.17e+11	-5.193785
1.17e+11	-5.199302
1.17e+11	-5.204817
1.17e+11	-5.210332
1.18e+11	-5.215844
1.18e+11	-5.221356
1.18e+11	-5.226866
1.18e+11	-5.232374
1.18e+11	-5.237881
1.18e+11	-5.243387
1.18e+11	-5.248891
1.18e+11	-5.254394
1.18e+11	-5.259896
1.18e+11	-5.265396
1.18e+11	-5.270895
1.19e+11	-5.276392
1.19e+11	-5.281888
1.19e+11	-5.287383
1.19e+11	-5.292876
1.19e+11	-5.298368
1.19e+11	-5.303858
1.19e+11	-5.309347
1.19e+11	-5.314834
1.19e+11	-5.320320
1.20e+11	-5.325805
1.20e+11	-5.331288
1.20e+11	-5.336770
1.20e+11	-5.342250
1.20e+11	-5.347729
1.20e+11	-5.353207
1.20e+11	-5.358683
1.20e+11	-5.364157
1.20e+11	-5.369631
1.20e+11	-5.375102
1.20e+11	-5.380573
1.21e+11	-5.386041
1.21e+11	-5.391509
1.21e+11	-5.396975
1.21e+11	-5.402439
1.21e+11	-5.407902
1.21e+11	-5.413364
1.21e+11	-5.418824
1.21e+11	-5.424283
1.21e+11	-5.429740
1.22e+11	-5.435196
1.22e+11	-5.440650
1.22e+11	-5.446103
1.22e+11	-5.451554
1.22e+11	-5.457004
1.22e+11	-5.462453
1.22e+11	-5.467900
1.22e+11	-5.473345
1.22e+11	-5.478789
1.22e+11	-5.484232
1.22e+11	-5.489673
1.23e+11	-5.495112
1.23e+11	-5.500550
1.23e+11	-5.505987
1.23e+11	-5.511422
1.23e+11	-5.516856
1.23e+11	-5.522288
1.23e+11	-5.527719
1.23e+11	-5.533148
1.23e+11	-5.538576
1.24e+11	-5.544002
1.24e+11	-5.549427
1.24e+11	-5.554850
1.24e+11	-5.560271
1.24e+11	-5.565692
1.24e+11	-5.571110
1.24e+11	-5.576528
1.24e+11	-5.581943
1.24e+11	-5.587358
1.24e+11	-5.592770
1.24e+11	-5.598182
1.25e+11	-5.603591
1.25e+11	-5.608999
1.25e+11	-5.614406
1.25e+11	-5.619811
1.25e+11	-5.625215
1.25e+11	-5.630617
1.25e+11	-5.636018
1.25e+11	-5.641417
1.25e+11	-5.646814
1.26e+11	-5.652210
1.26e+11	-5.657605
1.26e+11	-5.662998
1.26e+11	-5.668389
1.26e+11	-5.673779
1.26e+11	-5.679168
1.26e+11	-5.684555
1.26e+11	-5.689940
1.26e+11	-5.695324
1.26e+11	-5.700706
1.26e+11	-5.706087
1.27e+11	-5.711466
1.27e+11	-5.716844
1.27e+11	-5.722220
1.27e+11	-5.727595
1.27e+11	-5.732968
1.27e+11	-5.738339
1.27e+11	-5.743709
1.27e+11	-5.749078
1.27e+11	-5.754445
1.28e+11	-5.759810
1.28e+11	-5.765174
1.28e+11	-5.770536
1.28e+11	-5.775897
1.28e+11	-5.781256
1.28e+11	-5.786614
1.28e+11	-5.791970
1.28e+11	-5.797324
1.28e+11	-5.802677
1.28e+11	-5.808028
1.28e+11	-5.813378
1.29e+11	-5.818726
1.29e+11	-5.824073
1.29e+11	-5.829418
1.29e+11	-5.834762
1.29e+11	-5.840104
1.29e+11	-5.845444
1.29e+11	-5.850783
1.29e+11	-5.856120
1.29e+11	-5.861456
1.30e+11	-5.866790
1.30e+11	-5.872123
1.30e+11	-5.877454
1.30e+11	-5.882783
1.30e+11	-5.888111
1.30e+11	-5.893438
1.30e+11	-5.898762
1.30e+11	-5.904086
1.30e+11	-5.909407
1.30e+11	-5.914727
1.30e+11	-5.920046
1.31e+11	-5.925362
1.31e+11	-5.930678
1.31e+11	-5.935991
1.31e+11	-5.941303
1.31e+11	-5.946614
1.31e+11	-5.951923
1.31e+11	-5.957230
1.31e+11	-5.962536
1.31e+11	-5.967840
1.32e+11	-5.973143
1.32e+11	-5.978444
1.32e+11	-5.983743
1.32e+11	-5.989041
1.32e+11	-5.994337
1.32e+11	-5.999632
1.32e+11	-6.004925
1.32e+11	-6.010216
1.32e+11	-6.015506
1.32e+11	-6.020794
1.32e+11	-6.026081
1.33e+11	-6.031366
1.33e+11	-6.036649
1.33e+11	-6.041931
1.33e+11	-6.047211
1.33e+11	-6.052490
1.33e+11	-6.057767
1.33e+11	-6.063042
1.33e+11	-6.068316
1.33e+11	-6.073588
1.34e+11	-6.078859
1.34e+11	-6.084128
1.34e+11	-6.089395
1.34e+11	-6.094661
1.34e+11	-6.099925
1.34e+11	-6.105188
1.34e+11	-6.110449
1.34e+11	-6.115708
1.34e+11	-6.120966
1.34e+11	-6.126222
1.34e+11	-6.131477
1.35e+11	-6.136730
1.35e+11	-6.141981
1.35e+11	-6.147230
1.35e+11	-6.152478
1.35e+11	-6.157725
1.35e+11	-6.162970
1.35e+11	-6.168213
1.35e+11	-6.173455
1.35e+11	-6.178694
1.36e+11	-6.183933
1.36e+11	-6.189170
1.36e+11	-6.194405
1.36e+11	-6.199638
1.36e+11	-6.204870
1.36e+11	-6.210100
1.36e+11	-6.215329
1.36e+11	-6.220556
1.36e+11	-6.225781
1.36e+11	-6.231005
1.36e+11	-6.236227
1.37e+11	-6.241447
1.37e+11	-6.246666
1.37e+11	-6.251883
1.37e+11	-6.257099
1.37e+11	-6.262313
1.37e+11	-6.267525
1.37e+11	-6.272736
1.37e+11	-6.277945
1.37e+11	-6.283152
1.38e+11	-6.288358
1.38e+11	-6.293562
1.38e+11	-6.298765
1.38e+11	-6.303966
1.38e+11	-6.309165
1.38e+11	-6.314363
1.38e+11	-6.319559
1.38e+11	-6.324753
1.38e+11	-6.329946
1.38e+11	-6.335137
1.38e+11	-6.340326
1.39e+11	-6.345514
1.39e+11	-6.350700
1.39e+11	-6.355885
1.39e+11	-6.361068
1.39e+11	-6.366249
1.39e+11	-6.371429
1.39e+11	-6.376606
1.39e+11	-6.381783
1.39e+11	-6.386958
1.40e+11	-6.392131
1.40e+11	-6.397302
1.40e+11	-6.402472
1.40e+11	-6.407640
1.40e+11	-6.412806
1.40e+11	-6.417971
1.40e+11	-6.423134
1.40e+11	-6.428296
1.40e+11	-6.433456
1.40e+11	-6.438614
1.40e+11	-6.443771
1.41e+11	-6.448925
1.41e+11	-6.454079
1.41e+11	-6.459230
1.41e+11	-6.464380
1.41e+11	-6.469529
1.41e+11	-6.474676
1.41e+11	-6.479821
1.41e+11	-6.484964
1.41e+11	-6.490106
1.42e+11	-6.495246
1.42e+11	-6.500384
1.42e+11	-6.505521
1.42e+11	-6.510656
1.42e+11	-6.515790
1.42e+11	-6.520922
1.42e+11	-6.526052
1.42e+11	-6.531180
1.42e+11	-6.536307
1.42e+11	-6.541433
1.42e+11	-6.546556
1.43e+11	-6.551678
1.43e+11	-6.556798
1.43e+11	-6.561917
1.43e+11	-6.567034
1.43e+11	-6.572149
1.43e+11	-6.577263
1.43e+11	-6.582375
1.43e+11	-6.587485
1.43e+11	-6.592594
1.44e+11	-6.597701
1.44e+11	-6.602806
1.44e+11	-6.607910
1.44e+11	-6.613012
1.44e+11	-6.618113
1.44e+11	-6.623211
1.44e+11	-6.628309
1.44e+11	-6.633404
1.44e+11	-6.638498
1.44e+11	-6.643590
1.44e+11	-6.648680
1.45e+11	-6.653769
1.45e+11	-6.658856
1.45e+11	-6.663942
1.45e+11	-6.669026
1.45e+11	-6.674108
1.45e+11	-6.679188
1.45e+11	-6.684267
1.45e+11	-6.689344
1.45e+11	-6.694420
1.46e+11	-6.699494
1.46e+11	-6.704566
1.46e+11	-6.709637
1.46e+11	-6.714705
1.46e+11	-6.719773
1.46e+11	-6.724838
1.46e+11	-6.729902
1.46e+11	-6.734964
1.46e+11	-6.740025
1.46e+11	-6.745084
1.46e+11	-6.750141
1.47e+11	-6.755197
1.47e+11	-6.760251
1.47e+11	-6.765303
1.47e+11	-6.770354
1.47e+11	-6.775403
1.47e+11	-6.780450
1.47e+11	-6.785495
1.47e+11	-6.790539
1.47e+11	-6.795582
1.48e+11	-6.800622
1.48e+11	-6.805661
1.48e+11	-6.810699
1.48e+11	-6.815734
1.48e+11	-6.820768
1.48e+11	-6.825801
1.48e+11	-6.830831
1.48e+11	-6.835860
1.48e+11	-6.840888
1.48e+11	-6.845913
1.48e+11	-6.850937
1.49e+11	-6.855960
1.49e+11	-6.860980
1.49e+11	-6.865999
1.49e+11	-6.871017
1.49e+11	-6.876032
1.49e+11	-6.881046
1.49e+11	-6.886059
1.49e+11	-6.891069
1.49e+11	-6.896078
1.50e+11	-6.901086
1.50e+11	-6.906091
1.50e+11	-6.911095
1.50e+11	-6.916098
1.50e+11	-6.921099
1.50e+11	-6.926098
1.50e+11	-6.931095
1.50e+11	-6.936091
1.50e+11	-6.941085
1.50e+11	-6.946077
1.50e+11	-6.951068
1.51e+11	-6.956057
1.51e+11	-6.961044
1.51e+11	-6.966030
1.51e+11	-6.971014
1.51e+11	-6.975996
1.51e+11	-6.980977
1.51e+11	-6.985956
1.51e+11	-6.990934
1.51e+11	-6.995909
1.52e+11	-7.000883
1.52e+11	-7.005856
1.52e+11	-7.010827
1.52e+11	-7.015796
1.52e+11	-7.020763
1.52e+11	-7.025729
1.52e+11	-7.030693
1.52e+11	-7.035655
1.52e+11	-7.040616
1.52e+11	-7.045575
1.52e+11	-7.050533
1.53e+11	-7.055488
1.53e+11	-7.060443
1.53e+11	-7.065395
1.53e+11	-7.070346
1.53e+11	-7.075295
1.53e+11	-7.080242
1.53e+11	-7.085188
1.53e+11	-7.090132
1.53e+11	-7.095075
1.54e+11	-7.100016
1.54e+11	-7.104955
1.54e+11	-7.109892
1.54e+11	-7.114828
1.54e+11	-7.119762
1.54e+11	-7.124695
1.54e+11	-7.129626
1.54e+11	-7.134555
1.54e+11	-7.139482
1.54e+11	-7.144408
1.54e+11	-7.149332
1.55e+11	-7.154255
1.55e+11	-7.159176
1.55e+11	-7.164095
1.55e+11	-7.169012
1.55e+11	-7.173928
1.55e+11	-7.178843
1.55e+11	-7.183755
1.55e+11	-7.188666
1.55e+11	-7.193575
1.56e+11	-7.198483
1.56e+11	-7.203389
1.56e+11	-7.208293
1.56e+11	-7.213196
1.56e+11	-7.218097
1.56e+11	-7.222996
1.56e+11	-7.227894
1.56e+11	-7.232790
1.56e+11	-7.237684
1.56e+11	-7.242576
1.56e+11	-7.247467
1.57e+11	-7.252357
1.57e+11	-7.257244
1.57e+11	-7.262131
1.57e+11	-7.267015
1.57e+11	-7.271898
1.57e+11	-7.276779
1.57e+11	-7.281658
1.57e+11	-7.286536
1.57e+11	-7.291412
1.58e+11	-7.296286
1.58e+11	-7.301159
1.58e+11	-7.306030
1.58e+11	-7.310900
1.58e+11	-7.315767
1.58e+11	-7.320634
1.58e+11	-7.325498
1.58e+11	-7.330361
1.58e+11	-7.335222
1.58e+11	-7.340082
1.58e+11	-7.344939
1.59e+11	-7.349796
1.59e+11	-7.354650
1.59e+11	-7.359503
1.59e+11	-7.364354
1.59e+11	-7.369204
1.59e+11	-7.374052
1.59e+11	-7.378898
1.59e+11	-7.383743
1.59e+11	-7.388586
1.60e+11	-7.393427
1.60e+11	-7.398267
1.60e+11	-7.403105
1.60e+11	-7.407941
1.60e+11	-7.412776
1.60e+11	-7.417609
1.60e+11	-7.422441
1.60e+11	-7.427270
1.60e+11	-7.432099
1.60e+11	-7.436925
1.60e+11	-7.441750
1.61e+11	-7.446573
1.61e+11	-7.451395
1.61e+11	-7.456215
1.61e+11	-7.461033
1.61e+11	-7.465849
1.61e+11	-7.470664
1.61e+11	-7.475478
1.61e+11	-7.480289
1.61e+11	-7.485099
1.62e+11	-7.489908
1.62e+11	-7.494714
1.62e+11	-7.499520
1.62e+11	-7.504323
1.62e+11	-7.509125
1.62e+11	-7.513925
1.62e+11	-7.518723
1.62e+11	-7.523520
1.62e+11	-7.528315
1.62e+11	-7.533109
1.62e+11	-7.537901
1.63e+11	-7.542691
1.63e+11	-7.547480
1.63e+11	-7.552267
1.63e+11	-7.557052
1.63e+11	-7.561836
1.63e+11	-7.566618
1.63e+11	-7.571399
1.63e+11	-7.576177
1.63e+11	-7.580954
1.64e+11	-7.585730
1.64e+11	-7.590504
1.64e+11	-7.595276
1.64e+11	-7.600047
1.64e+11	-7.604816
1.64e+11	-7.609583
1.64e+11	-7.614349
1.64e+11	-7.619113
1.64e+11	-7.623875
1.64e+11	-7.628636
1.64e+11	-7.633395
1.65e+11	-7.638153
1.65e+11	-7.642908
1.65e+11	-7.647663
1.65e+11	-7.652415
1.65e+11	-7.657166
1.65e+11	-7.661916
1.65e+11	-7.666663
1.65e+11	-7.671409
1.65e+11	-7.676154
1.66e+11	-7.680897
1.66e+11	-7.685638
1.66e+11	-7.690377
1.66e+11	-7.695115
1.66e+11	-7.699851
1.66e+11	-7.704586
1.66e+11	-7.709319
1.66e+11	-7.714050
1.66e+11	-7.718780
1.66e+11	-7.723508
1.66e+11	-7.728235
1.67e+11	-7.732960
1.67e+11	-7.737683
1.67e+11	-7.742405
1.67e+11	-7.747125
1.67e+11	-7.751843
1.67e+11	-7.756560
1.67e+11	-7.761275
1.67e+11	-7.765988
1.67e+11	-7.770700
1.68e+11	-7.775410
1.68e+11	-7.780119
1.68e+11	-7.784826
1.68e+11	-7.789531
1.68e+11	-7.794235
1.68e+11	-7.798937
1.68e+11	-7.803638
1.68e+11	-7.808336
1.68e+11	-7.813034
1.68e+11	-7.817729
1.68e+11	-7.822423
1.69e+11	-7.827116
1.69e+11	-7.831807
1.69e+11	-7.836496
1.69e+11	-7.841183
1.69e+11	-7.845869
1.69e+11	-7.850553
1.69e+11	-7.855236
1.69e+11	-7.859917
1.69e+11	-7.864597
1.70e+11	-7.869274
1.70e+11	-7.873951
1.70e+11	-7.878625
1.70e+11	-7.883298
1.70e+11	-7.887970
1.70e+11	-7.892639
1.70e+11	-7.897308
1.70e+11	-7.901974
1.70e+11	-7.906639
1.70e+11	-7.911302
1.70e+11	-7.915964
1.71e+11	-7.920624
1.71e+11	-7.925283
1.71e+11	-7.929939
1.71e+11	-7.934595
1.71e+11	-7.939248
1.71e+11	-7.943900
1.71e+11	-7.948551
1.71e+11	-7.953200
1.71e+11	-7.957847
1.72e+11	-7.962492
1.72e+11	-7.967136
1.72e+11	-7.971779
1.72e+11	-7.976420
1.72e+11	-7.981059
1.72e+11	-7.985696
1.72e+11	-7.990332
1.72e+11	-7.994967
1.72e+11	-7.999599
1.72e+11	-8.004231
1.72e+11	-8.008860
1.73e+11	-8.013488
1.73e+11	-8.018114
1.73e+11	-8.022739
1.73e+11	-8.027362
1.73e+11	-8.031984
1.73e+11	-8.036604
1.73e+11	-8.041222
1.73e+11	-8.045839
1.73e+11	-8.050454
1.74e+11	-8.055068
1.74e+11	-8.059680
1.74e+11	-8.064290
1.74e+11	-8.068899
1.74e+11	-8.073506
1.74e+11	-8.078112
1.74e+11	-8.082716
1.74e+11	-8.087318
1.74e+11	-8.091919
1.74e+11	-8.096518
1.74e+11	-8.101116
1.75e+11	-8.105712
1.75e+11	-8.110306
1.75e+11	-8.114899
1.75e+11	-8.119490
1.75e+11	-8.124080
1.75e+11	-8.128668
1.75e+11	-8.133254
1.75e+11	-8.137839
1.75e+11	-8.142423
1.76e+11	-8.147004
1.76e+11	-8.151584
1.76e+11	-8.156163
1.76e+11	-8.160740
1.76e+11	-8.165315
1.76e+11	-8.169889
1.76e+11	-8.174461
1.76e+11	-8.179032
1.76e+11	-8.183601
1.76e+11	-8.188168
1.76e+11	-8.192734
1.77e+11	-8.197299
1.77e+11	-8.201861
1.77e+11	-8.206423
1.77e+11	-8.210982
1.77e+11	-8.215540
1.77e+11	-8.220096
1.77e+11	-8.224651
1.77e+11	-8.229205
1.77e+11	-8.233756
1.78e+11	-8.238306
1.78e+11	-8.242855
1.78e+11	-8.247402
1.78e+11	-8.251947
1.78e+11	-8.256491
1.78e+11	-8.261033
1.78e+11	-8.265574
1.78e+11	-8.270113
1.78e+11	-8.274650
1.78e+11	-8.279186
1.78e+11	-8.283721
1.79e+11	-8.288253
1.79e+11	-8.292784
1.79e+11	-8.297314
1.79e+11	-8.301842
1.79e+11	-8.306369
1.79e+11	-8.310894
1.79e+11	-8.315417
1.79e+11	-8.319939
1.79e+11	-8.324459
1.80e+11	-8.328978
1.80e+11	-8.333495
1.80e+11	-8.338010
1.80e+11	-8.342524
1.80e+11	-8.347037
1.80e+11	-8.351548
1.80e+11	-8.356057
1.80e+11	-8.360565
1.80e+11	-8.365071
1.80e+11	-8.369575
1.80e+11	-8.374078
1.81e+11	-8.378580
1.81e+11	-8.383080
1.81e+11	-8.387578
1.81e+11	-8.392075
1.81e+11	-8.396570
1.81e+11	-8.401064
1.81e+11	-8.405556
1.81e+11	-8.410047
1.81e+11	-8.414536
1.82e+11	-8.419023
1.82e+11	-8.423509
1.82e+11	-8.427993
1.82e+11	-8.432476
1.82e+11	-8.436957
1.82e+11	-8.441437
1.82e+11	-8.445915
1.82e+11	-8.450392
1.82e+11	-8.454867
1.82e+11	-8.459340
1.82e+11	-8.463812
1.83e+11	-8.468283
1.83e+11	-8.472752
1.83e+11	-8.477219
1.83e+11	-8.481685
1.83e+11	-8.486149
1.83e+11	-8.490611
1.83e+11	-8.495073
1.83e+11	-8.499532
1.83e+11	-8.503990
1.84e+11	-8.508447
1.84e+11	-8.512902
1.84e+11	-8.517355
1.84e+11	-8.521807
1.84e+11	-8.526257
1.84e+11	-8.530706
1.84e+11	-8.535153
1.84e+11	-8.539599
1.84e+11	-8.544043
1.84e+11	-8.548486
1.84e+11	-8.552927
1.85e+11	-8.557366
1.85e+11	-8.561804
1.85e+11	-8.566241
1.85e+11	-8.570676
1.85e+11	-8.575109
1.85e+11	-8.579541
1.85e+11	-8.583972
1.85e+11	-8.588400
1.85e+11	-8.592828
1.86e+11	-8.597253
1.86e+11	-8.601678
1.86e+11	-8.606100
1.86e+11	-8.610521
1.86e+11	-8.614941
1.86e+11	-8.619359
1.86e+11	-8.623776
1.86e+11	-8.628191
1.86e+11	-8.632604
1.86e+11	-8.637016
1.86e+11	-8.641427
1.87e+11	-8.645836
1.87e+11	-8.650243
1.87e+11	-8.654649
1.87e+11	-8.659054
1.87e+11	-8.663456
1.87e+11	-8.667858
1.87e+11	-8.672258
1.87e+11	-8.676656
1.87e+11	-8.681053
1.88e+11	-8.685448
1.88e+11	-8.689842
1.88e+11	-8.694234
1.88e+11	-8.698625
1.88e+11	-8.703014
1.88e+11	-8.707401
1.88e+11	-8.711788
1.88e+11	-8.716172
1.88e+11	-8.720555
1.88e+11	-8.724937
1.88e+11	-8.729317
1.89e+11	-8.733696
1.89e+11	-8.738073
1.89e+11	-8.742448
1.89e+11	-8.746822
1.89e+11	-8.751195
1.89e+11	-8.755566
1.89e+11	-8.759935
1.89e+11	-8.764303
1.89e+11	-8.768670
1.90e+11	-8.773035
1.90e+11	-8.777398
1.90e+11	-8.781760
1.90e+11	-8.786121
1.90e+11	-8.790480
1.90e+11	-8.794837
1.90e+11	-8.799193
1.90e+11	-8.803548
1.90e+11	-8.807901
1.90e+11	-8.812252
1.90e+11	-8.816602
1.91e+11	-8.820951
1.91e+11	-8.825298
1.91e+11	-8.829643
1.91e+11	-8.833987
1.91e+11	-8.838329
1.91e+11	-8.842670
1.91e+11	-8.847010
1.91e+11	-8.851348
1.91e+11	-8.855684
1.92e+11	-8.860019
1.92e+11	-8.864353
1.92e+11	-8.868685
1.92e+11	-8.873015
1.92e+11	-8.877344
1.92e+11	-8.881672
1.92e+11	-8.885998
1.92e+11	-8.890323
1.92e+11	-8.894646
1.92e+11	-8.898967
1.92e+11	-8.903287
1.93e+11	-8.907606
1.93e+11	-8.911923
1.93e+11	-8.916239
1.93e+11	-8.920553
1.93e+11	-8.924865
1.93e+11	-8.929177
1.93e+11	-8.933486
1.93e+11	-8.937794
1.93e+11	-8.942101
1.94e+11	-8.946406
1.94e+11	-8.950710
1.94e+11	-8.955012
1.94e+11	-8.959313
1.94e+11	-8.963613
1.94e+11	-8.967910
1.94e+11	-8.972207
1.94e+11	-8.976502
1.94e+11	-8.980795
1.94e+11	-8.985087
1.94e+11	-8.989377
1.95e+11	-8.993666
1.95e+11	-8.997954
1.95e+11	-9.002240
1.95e+11	-9.006524
1.95e+11	-9.010808
1.95e+11	-9.015089
1.95e+11	-9.019369
1.95e+11	-9.023648
1.95e+11	-9.027925
1.96e+11	-9.032201
1.96e+11	-9.036475
1.96e+11	-9.040748
1.96e+11	-9.045019
1.96e+11	-9.049289
1.96e+11	-9.053558
1.96e+11	-9.057824
1.96e+11	-9.062090
1.96e+11	-9.066354
1.96e+11	-9.070616
1.96e+11	-9.074878
1.97e+11	-9.079137
1.97e+11	-9.083395
1.97e+11	-9.087652
1.97e+11	-9.091907
1.97e+11	-9.096161
1.97e+11	-9.100413
1.97e+11	-9.104664
1.97e+11	-9.108914
1.97e+11	-9.113162
1.98e+11	-9.117408
1.98e+11	-9.121653
1.98e+11	-9.125897
1.98e+11	-9.130139
1.98e+11	-9.134379
1.98e+11	-9.138619
1.98e+11	-9.142856
1.98e+11	-9.147093
1.98e+11	-9.151328
1.98e+11	-9.155561
1.98e+11	-9.159793
1.99e+11	-9.164023
1.99e+11	-9.168253
1.99e+11	-9.172480
1.99e+11	-9.176706
1.99e+11	-9.180931
1.99e+11	-9.185154
1.99e+11	-9.189376
1.99e+11	-9.193597
1.99e+11	-9.197815
2.00e+11	-9.202033
2.00e+11	-9.206249
2.00e+11	-9.210464
2.00e+11	-9.214677
2.00e+11	-9.218889
