# Frequency (Hz)	EO Bandwidth (dB)
1.02e+10	-0.068785
1.03e+10	-0.070131
1.04e+10	-0.071490
1.05e+10	-0.072861
1.06e+10	-0.074245
1.07e+10	-0.075642
1.08e+10	-0.077052
1.09e+10	-0.078474
1.10e+10	-0.079909
1.11e+10	-0.081357
1.12e+10	-0.082817
1.13e+10	-0.084290
1.14e+10	-0.085776
1.15e+10	-0.087274
1.16e+10	-0.088785
1.17e+10	-0.090309
1.18e+10	-0.091845
1.19e+10	-0.093394
1.20e+10	-0.094955
1.21e+10	-0.096529
1.22e+10	-0.098116
1.23e+10	-0.099715
1.24e+10	-0.101326
1.25e+10	-0.102950
1.26e+10	-0.104587
1.27e+10	-0.106236
1.28e+10	-0.107898
1.29e+10	-0.109572
1.30e+10	-0.111258
1.31e+10	-0.112957
1.32e+10	-0.114669
1.33e+10	-0.116392
1.34e+10	-0.118129
1.35e+10	-0.119877
1.36e+10	-0.121638
1.37e+10	-0.123412
1.38e+10	-0.125198
1.39e+10	-0.126996
1.40e+10	-0.128806
1.41e+10	-0.130629
1.42e+10	-0.132464
1.43e+10	-0.134311
1.44e+10	-0.136171
1.45e+10	-0.138043
1.46e+10	-0.139927
1.47e+10	-0.141823
1.48e+10	-0.143732
1.49e+10	-0.145652
1.50e+10	-0.147585
1.51e+10	-0.149531
1.52e+10	-0.151488
1.53e+10	-0.153457
1.54e+10	-0.155439
1.55e+10	-0.157433
1.56e+10	-0.159438
1.57e+10	-0.161456
1.58e+10	-0.163486
1.59e+10	-0.165528
1.60e+10	-0.167582
1.61e+10	-0.169648
1.62e+10	-0.171726
1.63e+10	-0.173816
1.64e+10	-0.175918
1.65e+10	-0.178033
1.66e+10	-0.180158
1.67e+10	-0.182296
1.68e+10	-0.184446
1.69e+10	-0.186608
1.70e+10	-0.188782
1.71e+10	-0.190967
1.72e+10	-0.193164
1.73e+10	-0.195374
1.74e+10	-0.197595
1.75e+10	-0.199827
1.76e+10	-0.202072
1.77e+10	-0.204328
1.78e+10	-0.206597
1.79e+10	-0.208876
1.80e+10	-0.211168
1.81e+10	-0.213471
1.82e+10	-0.215786
1.83e+10	-0.218113
1.84e+10	-0.220451
1.85e+10	-0.222801
1.86e+10	-0.225163
1.87e+10	-0.227536
1.88e+10	-0.229921
1.89e+10	-0.232317
1.90e+10	-0.234725
1.91e+10	-0.237145
1.92e+10	-0.239576
1.93e+10	-0.242018
1.94e+10	-0.244472
1.95e+10	-0.246937
1.96e+10	-0.249414
1.97e+10	-0.251903
1.98e+10	-0.254402
1.99e+10	-0.256914
2.00e+10	-0.259436
2.01e+10	-0.261970
2.02e+10	-0.264515
2.03e+10	-0.267072
2.04e+10	-0.269640
2.05e+10	-0.272219
2.06e+10	-0.274809
2.07e+10	-0.277411
2.08e+10	-0.280024
2.09e+10	-0.282648
2.10e+10	-0.285283
2.11e+10	-0.287930
2.12e+10	-0.290587
2.13e+10	-0.293256
2.14e+10	-0.295936
2.15e+10	-0.298627
2.16e+10	-0.301329
2.17e+10	-0.304043
2.18e+10	-0.306767
2.19e+10	-0.309502
2.20e+10	-0.312248
2.21e+10	-0.315006
2.22e+10	-0.317774
2.23e+10	-0.320553
2.24e+10	-0.323343
2.25e+10	-0.326144
2.26e+10	-0.328956
2.27e+10	-0.331779
2.28e+10	-0.334613
2.29e+10	-0.337458
2.30e+10	-0.340313
2.31e+10	-0.343179
2.32e+10	-0.346056
2.33e+10	-0.348944
2.34e+10	-0.351842
2.35e+10	-0.354751
2.36e+10	-0.357671
2.37e+10	-0.360602
2.38e+10	-0.363543
2.39e+10	-0.366495
2.40e+10	-0.369458
2.41e+10	-0.372431
2.42e+10	-0.375414
2.43e+10	-0.378409
2.44e+10	-0.381413
2.45e+10	-0.384429
2.46e+10	-0.387455
2.47e+10	-0.390491
2.48e+10	-0.393538
2.49e+10	-0.396595
2.50e+10	-0.399663
2.51e+10	-0.402741
2.52e+10	-0.405829
2.53e+10	-0.408928
2.54e+10	-0.412037
2.55e+10	-0.415156
2.56e+10	-0.418286
2.57e+10	-0.421426
2.58e+10	-0.424577
2.59e+10	-0.427737
2.60e+10	-0.430908
2.61e+10	-0.434089
2.62e+10	-0.437280
2.63e+10	-0.440481
2.64e+10	-0.443693
2.65e+10	-0.446914
2.66e+10	-0.450146
2.67e+10	-0.453388
2.68e+10	-0.456639
2.69e+10	-0.459901
2.70e+10	-0.463173
2.71e+10	-0.466455
2.72e+10	-0.469746
2.73e+10	-0.473048
2.74e+10	-0.476360
2.75e+10	-0.479681
2.76e+10	-0.483013
2.77e+10	-0.486354
2.78e+10	-0.489705
2.79e+10	-0.493066
2.80e+10	-0.496437
2.81e+10	-0.499817
2.82e+10	-0.503208
2.83e+10	-0.506608
2.84e+10	-0.510017
2.85e+10	-0.513437
2.86e+10	-0.516866
2.87e+10	-0.520304
2.88e+10	-0.523753
2.89e+10	-0.527211
2.90e+10	-0.530678
2.91e+10	-0.534155
2.92e+10	-0.537642
2.93e+10	-0.541138
2.94e+10	-0.544644
2.95e+10	-0.548159
2.96e+10	-0.551684
2.97e+10	-0.555218
2.98e+10	-0.558761
2.99e+10	-0.562314
3.00e+10	-0.565876
3.01e+10	-0.569448
3.02e+10	-0.573028
3.03e+10	-0.576619
3.04e+10	-0.580218
3.05e+10	-0.583827
3.06e+10	-0.587445
3.07e+10	-0.591072
3.08e+10	-0.594708
3.09e+10	-0.598354
3.10e+10	-0.602008
3.11e+10	-0.605672
3.12e+10	-0.609345
3.13e+10	-0.613027
3.14e+10	-0.616718
3.15e+10	-0.620418
3.16e+10	-0.624127
3.17e+10	-0.627845
3.18e+10	-0.631572
3.19e+10	-0.635308
3.20e+10	-0.639053
3.21e+10	-0.642807
3.22e+10	-0.646570
3.23e+10	-0.650341
3.24e+10	-0.654122
3.25e+10	-0.657911
3.26e+10	-0.661709
3.27e+10	-0.665516
3.28e+10	-0.669331
3.29e+10	-0.673155
3.30e+10	-0.676988
3.31e+10	-0.680830
3.32e+10	-0.684680
3.33e+10	-0.688539
3.34e+10	-0.692407
3.35e+10	-0.696283
3.36e+10	-0.700168
3.37e+10	-0.704061
3.38e+10	-0.707963
3.39e+10	-0.711873
3.40e+10	-0.715792
3.41e+10	-0.719719
3.42e+10	-0.723655
3.43e+10	-0.727599
3.44e+10	-0.731552
3.45e+10	-0.735512
3.46e+10	-0.739482
3.47e+10	-0.743459
3.48e+10	-0.747445
3.49e+10	-0.751439
3.50e+10	-0.755442
3.51e+10	-0.759452
3.52e+10	-0.763471
3.53e+10	-0.767498
3.54e+10	-0.771533
3.55e+10	-0.775577
3.56e+10	-0.779628
3.57e+10	-0.783688
3.58e+10	-0.787755
3.59e+10	-0.791831
3.60e+10	-0.795915
3.61e+10	-0.800007
3.62e+10	-0.804106
3.63e+10	-0.808214
3.64e+10	-0.812330
3.65e+10	-0.816453
3.66e+10	-0.820585
3.67e+10	-0.824724
3.68e+10	-0.828872
3.69e+10	-0.833027
3.70e+10	-0.837190
3.71e+10	-0.841360
3.72e+10	-0.845539
3.73e+10	-0.849725
3.74e+10	-0.853919
3.75e+10	-0.858120
3.76e+10	-0.862330
3.77e+10	-0.866547
3.78e+10	-0.870771
3.79e+10	-0.875003
3.80e+10	-0.879243
3.81e+10	-0.883490
3.82e+10	-0.887745
3.83e+10	-0.892008
3.84e+10	-0.896278
3.85e+10	-0.900555
3.86e+10	-0.904840
3.87e+10	-0.909132
3.88e+10	-0.913432
3.89e+10	-0.917739
3.90e+10	-0.922053
3.91e+10	-0.926375
3.92e+10	-0.930704
3.93e+10	-0.935040
3.94e+10	-0.939384
3.95e+10	-0.943735
3.96e+10	-0.948093
3.97e+10	-0.952458
3.98e+10	-0.956831
3.99e+10	-0.961211
4.00e+10	-0.965598
4.01e+10	-0.969992
4.02e+10	-0.974393
4.03e+10	-0.978801
4.04e+10	-0.983216
4.05e+10	-0.987638
4.06e+10	-0.992067
4.07e+10	-0.996504
4.08e+10	-1.000947
4.09e+10	-1.005397
4.10e+10	-1.009854
4.11e+10	-1.014318
4.12e+10	-1.018789
4.13e+10	-1.023267
4.14e+10	-1.027751
4.15e+10	-1.032242
4.16e+10	-1.036741
4.17e+10	-1.041246
4.18e+10	-1.045757
4.19e+10	-1.050276
4.20e+10	-1.054801
4.21e+10	-1.059332
4.22e+10	-1.063871
4.23e+10	-1.068416
4.24e+10	-1.072967
4.25e+10	-1.077526
4.26e+10	-1.082091
4.27e+10	-1.086662
4.28e+10	-1.091240
4.29e+10	-1.095824
4.30e+10	-1.100415
4.31e+10	-1.105013
4.32e+10	-1.109616
4.33e+10	-1.114227
4.34e+10	-1.118843
4.35e+10	-1.123466
4.36e+10	-1.128096
4.37e+10	-1.132731
4.38e+10	-1.137373
4.39e+10	-1.142022
4.40e+10	-1.146676
4.41e+10	-1.151337
4.42e+10	-1.156004
4.43e+10	-1.160677
4.44e+10	-1.165357
4.45e+10	-1.170042
4.46e+10	-1.174734
4.47e+10	-1.179432
4.48e+10	-1.184136
4.49e+10	-1.188846
4.50e+10	-1.193562
4.51e+10	-1.198284
4.52e+10	-1.203012
4.53e+10	-1.207746
4.54e+10	-1.212486
4.55e+10	-1.217232
4.56e+10	-1.221984
4.57e+10	-1.226742
4.58e+10	-1.231506
4.59e+10	-1.236275
4.60e+10	-1.241051
4.61e+10	-1.245832
4.62e+10	-1.250619
4.63e+10	-1.255412
4.64e+10	-1.260210
4.65e+10	-1.265015
4.66e+10	-1.269825
4.67e+10	-1.274640
4.68e+10	-1.279462
4.69e+10	-1.284289
4.70e+10	-1.289122
4.71e+10	-1.293960
4.72e+10	-1.298804
4.73e+10	-1.303653
4.74e+10	-1.308508
4.75e+10	-1.313369
4.76e+10	-1.318235
4.77e+10	-1.323107
4.78e+10	-1.327984
4.79e+10	-1.332866
4.80e+10	-1.337754
4.81e+10	-1.342647
4.82e+10	-1.347546
4.83e+10	-1.352450
4.84e+10	-1.357359
4.85e+10	-1.362274
4.86e+10	-1.367194
4.87e+10	-1.372119
4.88e+10	-1.377050
4.89e+10	-1.381986
4.90e+10	-1.386927
4.91e+10	-1.391873
4.92e+10	-1.396824
4.93e+10	-1.401781
4.94e+10	-1.406743
4.95e+10	-1.411709
4.96e+10	-1.416681
4.97e+10	-1.421658
4.98e+10	-1.426640
4.99e+10	-1.431627
5.00e+10	-1.436620
5.01e+10	-1.441617
5.02e+10	-1.446619
5.03e+10	-1.451626
5.04e+10	-1.456638
5.05e+10	-1.461655
5.06e+10	-1.466677
5.07e+10	-1.471703
5.08e+10	-1.476735
5.09e+10	-1.481771
5.10e+10	-1.486813
5.11e+10	-1.491859
5.12e+10	-1.496909
5.13e+10	-1.501965
5.14e+10	-1.507025
5.15e+10	-1.512090
5.16e+10	-1.517160
5.17e+10	-1.522235
5.18e+10	-1.527314
5.19e+10	-1.532397
5.20e+10	-1.537486
5.21e+10	-1.542579
5.22e+10	-1.547676
5.23e+10	-1.552778
5.24e+10	-1.557885
5.25e+10	-1.562996
5.26e+10	-1.568112
5.27e+10	-1.573232
5.28e+10	-1.578357
5.29e+10	-1.583486
5.30e+10	-1.588620
5.31e+10	-1.593758
5.32e+10	-1.598900
5.33e+10	-1.604047
5.34e+10	-1.609198
5.35e+10	-1.614353
5.36e+10	-1.619513
5.37e+10	-1.624677
5.38e+10	-1.629845
5.39e+10	-1.635018
5.40e+10	-1.640195
5.41e+10	-1.645376
5.42e+10	-1.650561
5.43e+10	-1.655751
5.44e+10	-1.660944
5.45e+10	-1.666142
5.46e+10	-1.671344
5.47e+10	-1.676550
5.48e+10	-1.681760
5.49e+10	-1.686975
5.50e+10	-1.692193
5.51e+10	-1.697415
5.52e+10	-1.702642
5.53e+10	-1.707872
5.54e+10	-1.713106
5.55e+10	-1.718345
5.56e+10	-1.723587
5.57e+10	-1.728833
5.58e+10	-1.734083
5.59e+10	-1.739337
5.60e+10	-1.744595
5.61e+10	-1.749857
5.62e+10	-1.755123
5.63e+10	-1.760392
5.64e+10	-1.765665
5.65e+10	-1.770942
5.66e+10	-1.776223
5.67e+10	-1.781507
5.68e+10	-1.786796
5.69e+10	-1.792088
5.70e+10	-1.797383
5.71e+10	-1.802683
5.72e+10	-1.807986
5.73e+10	-1.813292
5.74e+10	-1.818603
5.75e+10	-1.823917
5.76e+10	-1.829234
5.77e+10	-1.834555
5.78e+10	-1.839880
5.79e+10	-1.845208
5.80e+10	-1.850540
5.81e+10	-1.855875
5.82e+10	-1.861214
5.83e+10	-1.866556
5.84e+10	-1.871901
5.85e+10	-1.877250
5.86e+10	-1.882603
5.87e+10	-1.887959
5.88e+10	-1.893318
5.89e+10	-1.898681
5.90e+10	-1.904047
5.91e+10	-1.909416
5.92e+10	-1.914789
5.93e+10	-1.920165
5.94e+10	-1.925544
5.95e+10	-1.930926
5.96e+10	-1.936312
5.97e+10	-1.941701
5.98e+10	-1.947093
5.99e+10	-1.952489
6.00e+10	-1.957887
6.01e+10	-1.963289
6.02e+10	-1.968694
6.03e+10	-1.974102
6.04e+10	-1.979513
6.05e+10	-1.984927
6.06e+10	-1.990345
6.07e+10	-1.995765
6.08e+10	-2.001188
6.09e+10	-2.006615
6.10e+10	-2.012045
6.11e+10	-2.017477
6.12e+10	-2.022913
6.13e+10	-2.028351
6.14e+10	-2.033792
6.15e+10	-2.039237
6.16e+10	-2.044684
6.17e+10	-2.050134
6.18e+10	-2.055588
6.19e+10	-2.061043
6.20e+10	-2.066502
6.21e+10	-2.071964
6.22e+10	-2.077429
6.23e+10	-2.082896
6.24e+10	-2.088366
6.25e+10	-2.093839
6.26e+10	-2.099315
6.27e+10	-2.104793
6.28e+10	-2.110274
6.29e+10	-2.115758
6.30e+10	-2.121245
6.31e+10	-2.126734
6.32e+10	-2.132226
6.33e+10	-2.137720
6.34e+10	-2.143218
6.35e+10	-2.148717
6.36e+10	-2.154220
6.37e+10	-2.159725
6.38e+10	-2.165233
6.39e+10	-2.170743
6.40e+10	-2.176256
6.41e+10	-2.181771
6.42e+10	-2.187289
6.43e+10	-2.192809
6.44e+10	-2.198332
6.45e+10	-2.203857
6.46e+10	-2.209385
6.47e+10	-2.214915
6.48e+10	-2.220448
6.49e+10	-2.225983
6.50e+10	-2.231520
6.51e+10	-2.237060
6.52e+10	-2.242602
6.53e+10	-2.248147
6.54e+10	-2.253694
6.55e+10	-2.259243
6.56e+10	-2.264794
6.57e+10	-2.270348
6.58e+10	-2.275904
6.59e+10	-2.281463
6.60e+10	-2.287023
6.61e+10	-2.292586
6.62e+10	-2.298151
6.63e+10	-2.303719
6.64e+10	-2.309288
6.65e+10	-2.314860
6.66e+10	-2.320434
6.67e+10	-2.326010
6.68e+10	-2.331588
6.69e+10	-2.337168
6.70e+10	-2.342750
6.71e+10	-2.348335
6.72e+10	-2.353921
6.73e+10	-2.359510
6.74e+10	-2.365101
6.75e+10	-2.370694
6.76e+10	-2.376288
6.77e+10	-2.381885
6.78e+10	-2.387484
6.79e+10	-2.393085
6.80e+10	-2.398687
6.81e+10	-2.404292
6.82e+10	-2.409899
6.83e+10	-2.415507
6.84e+10	-2.421118
6.85e+10	-2.426730
6.86e+10	-2.432345
6.87e+10	-2.437961
6.88e+10	-2.443579
6.89e+10	-2.449199
6.90e+10	-2.454821
6.91e+10	-2.460444
6.92e+10	-2.466070
6.93e+10	-2.471697
6.94e+10	-2.477326
6.95e+10	-2.482957
6.96e+10	-2.488589
6.97e+10	-2.494223
6.98e+10	-2.499859
6.99e+10	-2.505497
7.00e+10	-2.511136
7.01e+10	-2.516778
7.02e+10	-2.522420
7.03e+10	-2.528065
7.04e+10	-2.533711
7.05e+10	-2.539359
7.06e+10	-2.545008
7.07e+10	-2.550659
7.08e+10	-2.556312
7.09e+10	-2.561966
7.10e+10	-2.567622
7.11e+10	-2.573279
7.12e+10	-2.578938
7.13e+10	-2.584598
7.14e+10	-2.590260
7.15e+10	-2.595924
7.16e+10	-2.601589
7.17e+10	-2.607255
7.18e+10	-2.612923
7.19e+10	-2.618593
7.20e+10	-2.624264
7.21e+10	-2.629936
7.22e+10	-2.635610
7.23e+10	-2.641285
7.24e+10	-2.646962
7.25e+10	-2.652640
7.26e+10	-2.658319
7.27e+10	-2.664000
7.28e+10	-2.669682
7.29e+10	-2.675365
7.30e+10	-2.681050
7.31e+10	-2.686736
7.32e+10	-2.692424
7.33e+10	-2.698113
7.34e+10	-2.703803
7.35e+10	-2.709494
7.36e+10	-2.715186
7.37e+10	-2.720880
7.38e+10	-2.726575
7.39e+10	-2.732272
7.40e+10	-2.737969
7.41e+10	-2.743668
7.42e+10	-2.749368
7.43e+10	-2.755069
7.44e+10	-2.760771
7.45e+10	-2.766475
7.46e+10	-2.772179
7.47e+10	-2.777885
7.48e+10	-2.783592
7.49e+10	-2.789300
7.50e+10	-2.795009
7.51e+10	-2.800719
7.52e+10	-2.806430
7.53e+10	-2.812142
7.54e+10	-2.817856
7.55e+10	-2.823570
7.56e+10	-2.829286
7.57e+10	-2.835002
7.58e+10	-2.840720
7.59e+10	-2.846438
7.60e+10	-2.852158
7.61e+10	-2.857878
7.62e+10	-2.863599
7.63e+10	-2.869322
7.64e+10	-2.875045
7.65e+10	-2.880769
7.66e+10	-2.886495
7.67e+10	-2.892221
7.68e+10	-2.897948
7.69e+10	-2.903676
7.70e+10	-2.909405
7.71e+10	-2.915134
7.72e+10	-2.920865
7.73e+10	-2.926596
7.74e+10	-2.932329
7.75e+10	-2.938062
7.76e+10	-2.943796
7.77e+10	-2.949530
7.78e+10	-2.955266
7.79e+10	-2.961002
7.80e+10	-2.966739
7.81e+10	-2.972477
7.82e+10	-2.978216
7.83e+10	-2.983955
7.84e+10	-2.989695
7.85e+10	-2.995436
7.86e+10	-3.001178
7.87e+10	-3.006920
7.88e+10	-3.012663
7.89e+10	-3.018407
7.90e+10	-3.024151
7.91e+10	-3.029896
7.92e+10	-3.035642
7.93e+10	-3.041388
7.94e+10	-3.047136
7.95e+10	-3.052883
7.96e+10	-3.058631
7.97e+10	-3.064380
7.98e+10	-3.070130
7.99e+10	-3.075880
8.00e+10	-3.081630
8.01e+10	-3.087382
8.02e+10	-3.093134
8.03e+10	-3.098886
8.04e+10	-3.104639
8.05e+10	-3.110392
8.06e+10	-3.116146
8.07e+10	-3.121901
8.08e+10	-3.127656
8.09e+10	-3.133411
8.10e+10	-3.139167
8.11e+10	-3.144924
8.12e+10	-3.150680
8.13e+10	-3.156438
8.14e+10	-3.162196
8.15e+10	-3.167954
8.16e+10	-3.173713
8.17e+10	-3.179472
8.18e+10	-3.185231
8.19e+10	-3.190991
8.20e+10	-3.196752
8.21e+10	-3.202512
8.22e+10	-3.208273
8.23e+10	-3.214035
8.24e+10	-3.219797
8.25e+10	-3.225559
8.26e+10	-3.231322
8.27e+10	-3.237084
8.28e+10	-3.242848
8.29e+10	-3.248611
8.30e+10	-3.254375
8.31e+10	-3.260139
8.32e+10	-3.265904
8.33e+10	-3.271668
8.34e+10	-3.277433
8.35e+10	-3.283199
8.36e+10	-3.288964
8.37e+10	-3.294730
8.38e+10	-3.300496
8.39e+10	-3.306262
8.40e+10	-3.312028
8.41e+10	-3.317795
8.42e+10	-3.323562
8.43e+10	-3.329329
8.44e+10	-3.335096
8.45e+10	-3.340864
8.46e+10	-3.346631
8.47e+10	-3.352399
8.48e+10	-3.358167
8.49e+10	-3.363935
8.50e+10	-3.369703
8.51e+10	-3.375472
8.52e+10	-3.381240
8.53e+10	-3.387009
8.54e+10	-3.392777
8.55e+10	-3.398546
8.56e+10	-3.404315
8.57e+10	-3.410084
8.58e+10	-3.415853
8.59e+10	-3.421622
8.60e+10	-3.427391
8.61e+10	-3.433161
8.62e+10	-3.438930
8.63e+10	-3.444699
8.64e+10	-3.450468
8.65e+10	-3.456238
8.66e+10	-3.462007
8.67e+10	-3.467777
8.68e+10	-3.473546
8.69e+10	-3.479315
8.70e+10	-3.485085
8.71e+10	-3.490854
8.72e+10	-3.496623
8.73e+10	-3.502392
8.74e+10	-3.508162
8.75e+10	-3.513931
8.76e+10	-3.519700
8.77e+10	-3.525469
8.78e+10	-3.531238
8.79e+10	-3.537007
8.80e+10	-3.542775
8.81e+10	-3.548544
8.82e+10	-3.554312
8.83e+10	-3.560081
8.84e+10	-3.565849
8.85e+10	-3.571617
8.86e+10	-3.577385
8.87e+10	-3.583153
8.88e+10	-3.588921
8.89e+10	-3.594689
8.90e+10	-3.600456
8.91e+10	-3.606223
8.92e+10	-3.611990
8.93e+10	-3.617757
8.94e+10	-3.623524
8.95e+10	-3.629290
8.96e+10	-3.635057
8.97e+10	-3.640823
8.98e+10	-3.646588
8.99e+10	-3.652354
9.00e+10	-3.658119
9.01e+10	-3.663885
9.02e+10	-3.669649
9.03e+10	-3.675414
9.04e+10	-3.681178
9.05e+10	-3.686943
9.06e+10	-3.692706
9.07e+10	-3.698470
9.08e+10	-3.704233
9.09e+10	-3.709996
9.10e+10	-3.715759
9.11e+10	-3.721521
9.12e+10	-3.727283
9.13e+10	-3.733045
9.14e+10	-3.738806
9.15e+10	-3.744567
9.16e+10	-3.750328
9.17e+10	-3.756088
9.18e+10	-3.761848
9.19e+10	-3.767608
9.20e+10	-3.773367
9.21e+10	-3.779126
9.22e+10	-3.784885
9.23e+10	-3.790643
9.24e+10	-3.796401
9.25e+10	-3.802158
9.26e+10	-3.807915
9.27e+10	-3.813671
9.28e+10	-3.819427
9.29e+10	-3.825183
9.30e+10	-3.830938
9.31e+10	-3.836693
9.32e+10	-3.842448
9.33e+10	-3.848202
9.34e+10	-3.853955
9.35e+10	-3.859708
9.36e+10	-3.865461
9.37e+10	-3.871213
9.38e+10	-3.876964
9.39e+10	-3.882715
9.40e+10	-3.888466
9.41e+10	-3.894216
9.42e+10	-3.899966
9.43e+10	-3.905715
9.44e+10	-3.911463
9.45e+10	-3.917212
9.46e+10	-3.922959
9.47e+10	-3.928706
9.48e+10	-3.934453
9.49e+10	-3.940199
9.50e+10	-3.945944
9.51e+10	-3.951689
9.52e+10	-3.957433
9.53e+10	-3.963177
9.54e+10	-3.968920
9.55e+10	-3.974663
9.56e+10	-3.980405
9.57e+10	-3.986146
9.58e+10	-3.991887
9.59e+10	-3.997627
9.60e+10	-4.003367
9.61e+10	-4.009106
9.62e+10	-4.014844
9.63e+10	-4.020582
9.64e+10	-4.026319
9.65e+10	-4.032055
9.66e+10	-4.037791
9.67e+10	-4.043526
9.68e+10	-4.049261
9.69e+10	-4.054995
9.70e+10	-4.060728
9.71e+10	-4.066461
9.72e+10	-4.072193
9.73e+10	-4.077924
9.74e+10	-4.083655
9.75e+10	-4.089385
9.76e+10	-4.095114
9.77e+10	-4.100842
9.78e+10	-4.106570
9.79e+10	-4.112297
9.80e+10	-4.118024
9.81e+10	-4.123749
9.82e+10	-4.129474
9.83e+10	-4.135199
9.84e+10	-4.140922
9.85e+10	-4.146645
9.86e+10	-4.152367
9.87e+10	-4.158088
9.88e+10	-4.163809
9.89e+10	-4.169529
9.90e+10	-4.175248
9.91e+10	-4.180966
9.92e+10	-4.186683
9.93e+10	-4.192400
9.94e+10	-4.198116
9.95e+10	-4.203831
9.96e+10	-4.209546
9.97e+10	-4.215259
9.98e+10	-4.220972
9.99e+10	-4.226684
1.00e+11	-4.232395
1.00e+11	-4.238106
1.00e+11	-4.243815
1.00e+11	-4.249524
1.00e+11	-4.255232
1.00e+11	-4.260939
1.01e+11	-4.266645
1.01e+11	-4.272350
1.01e+11	-4.278055
1.01e+11	-4.283759
1.01e+11	-4.289462
1.01e+11	-4.295164
1.01e+11	-4.300865
1.01e+11	-4.306565
1.01e+11	-4.312264
1.02e+11	-4.317963
1.02e+11	-4.323661
1.02e+11	-4.329357
1.02e+11	-4.335053
1.02e+11	-4.340748
1.02e+11	-4.346442
1.02e+11	-4.352135
1.02e+11	-4.357828
1.02e+11	-4.363519
1.02e+11	-4.369209
1.02e+11	-4.374899
1.03e+11	-4.380588
1.03e+11	-4.386275
1.03e+11	-4.391962
1.03e+11	-4.397648
1.03e+11	-4.403333
1.03e+11	-4.409017
1.03e+11	-4.414700
1.03e+11	-4.420382
1.03e+11	-4.426063
1.04e+11	-4.431743
1.04e+11	-4.437422
1.04e+11	-4.443100
1.04e+11	-4.448777
1.04e+11	-4.454454
1.04e+11	-4.460129
1.04e+11	-4.465803
1.04e+11	-4.471476
1.04e+11	-4.477149
1.04e+11	-4.482820
1.04e+11	-4.488490
1.05e+11	-4.494160
1.05e+11	-4.499828
1.05e+11	-4.505495
1.05e+11	-4.511161
1.05e+11	-4.516827
1.05e+11	-4.522491
1.05e+11	-4.528154
1.05e+11	-4.533816
1.05e+11	-4.539477
1.06e+11	-4.545137
1.06e+11	-4.550796
1.06e+11	-4.556454
1.06e+11	-4.562111
1.06e+11	-4.567767
1.06e+11	-4.573422
1.06e+11	-4.579076
1.06e+11	-4.584729
1.06e+11	-4.590380
1.06e+11	-4.596031
1.06e+11	-4.601680
1.07e+11	-4.607329
1.07e+11	-4.612976
1.07e+11	-4.618622
1.07e+11	-4.624268
1.07e+11	-4.629912
1.07e+11	-4.635555
1.07e+11	-4.641197
1.07e+11	-4.646837
