# Frequency (Hz)	EO Bandwidth (dB)
1.07e+11	-11.503441
1.07e+11	-11.511847
1.07e+11	-11.520247
1.07e+11	-11.528641
1.07e+11	-11.537028
1.08e+11	-11.545410
1.08e+11	-11.553785
1.08e+11	-11.562153
1.08e+11	-11.570516
1.08e+11	-11.578872
1.08e+11	-11.587222
1.08e+11	-11.595566
1.08e+11	-11.603904
1.08e+11	-11.612235
1.08e+11	-11.620561
1.08e+11	-11.628880
1.09e+11	-11.637193
1.09e+11	-11.645500
1.09e+11	-11.653800
1.09e+11	-11.662095
1.09e+11	-11.670383
1.09e+11	-11.678665
1.09e+11	-11.686942
1.09e+11	-11.695212
1.09e+11	-11.703475
1.10e+11	-11.711733
1.10e+11	-11.719985
1.10e+11	-11.728231
1.10e+11	-11.736470
1.10e+11	-11.744704
1.10e+11	-11.752931
1.10e+11	-11.761153
1.10e+11	-11.769368
1.10e+11	-11.777577
1.10e+11	-11.785781
1.10e+11	-11.793978
1.11e+11	-11.802169
1.11e+11	-11.810354
1.11e+11	-11.818534
1.11e+11	-11.826707
1.11e+11	-11.834874
1.11e+11	-11.843035
1.11e+11	-11.851191
1.11e+11	-11.859340
1.11e+11	-11.867484
1.12e+11	-11.875621
1.12e+11	-11.883753
1.12e+11	-11.891878
1.12e+11	-11.899998
1.12e+11	-11.908112
1.12e+11	-11.916220
1.12e+11	-11.924321
1.12e+11	-11.932418
1.12e+11	-11.940508
1.12e+11	-11.948592
1.12e+11	-11.956670
1.13e+11	-11.964743
1.13e+11	-11.972810
1.13e+11	-11.980871
1.13e+11	-11.988926
1.13e+11	-11.996975
1.13e+11	-12.005018
1.13e+11	-12.013056
1.13e+11	-12.021087
1.13e+11	-12.029113
1.14e+11	-12.037133
1.14e+11	-12.045148
1.14e+11	-12.053156
1.14e+11	-12.061159
1.14e+11	-12.069156
1.14e+11	-12.077147
1.14e+11	-12.085133
1.14e+11	-12.093112
1.14e+11	-12.101086
1.14e+11	-12.109055
1.14e+11	-12.117017
1.15e+11	-12.124974
1.15e+11	-12.132925
1.15e+11	-12.140870
1.15e+11	-12.148810
1.15e+11	-12.156744
1.15e+11	-12.164672
1.15e+11	-12.172595
1.15e+11	-12.180512
1.15e+11	-12.188423
1.16e+11	-12.196329
1.16e+11	-12.204229
1.16e+11	-12.212123
1.16e+11	-12.220012
1.16e+11	-12.227895
1.16e+11	-12.235772
1.16e+11	-12.243644
1.16e+11	-12.251510
1.16e+11	-12.259371
1.16e+11	-12.267226
1.16e+11	-12.275076
1.17e+11	-12.282920
1.17e+11	-12.290758
1.17e+11	-12.298591
1.17e+11	-12.306418
1.17e+11	-12.314239
1.17e+11	-12.322056
1.17e+11	-12.329866
1.17e+11	-12.337671
1.17e+11	-12.345471
1.18e+11	-12.353265
1.18e+11	-12.361053
1.18e+11	-12.368836
1.18e+11	-12.376614
1.18e+11	-12.384386
1.18e+11	-12.392152
1.18e+11	-12.399913
1.18e+11	-12.407669
1.18e+11	-12.415419
1.18e+11	-12.423163
1.18e+11	-12.430903
1.19e+11	-12.438636
1.19e+11	-12.446365
1.19e+11	-12.454088
1.19e+11	-12.461805
1.19e+11	-12.469517
1.19e+11	-12.477224
1.19e+11	-12.484925
1.19e+11	-12.492621
1.19e+11	-12.500311
1.20e+11	-12.507997
1.20e+11	-12.515676
1.20e+11	-12.523351
1.20e+11	-12.531020
1.20e+11	-12.538683
1.20e+11	-12.546341
1.20e+11	-12.553994
1.20e+11	-12.561642
1.20e+11	-12.569284
1.20e+11	-12.576921
1.20e+11	-12.584553
1.21e+11	-12.592179
1.21e+11	-12.599800
1.21e+11	-12.607416
1.21e+11	-12.615026
1.21e+11	-12.622631
1.21e+11	-12.630231
1.21e+11	-12.637826
1.21e+11	-12.645415
1.21e+11	-12.652999
1.22e+11	-12.660578
1.22e+11	-12.668152
1.22e+11	-12.675720
1.22e+11	-12.683283
1.22e+11	-12.690841
1.22e+11	-12.698394
1.22e+11	-12.705941
1.22e+11	-12.713484
1.22e+11	-12.721021
1.22e+11	-12.728552
1.22e+11	-12.736079
1.23e+11	-12.743601
1.23e+11	-12.751117
1.23e+11	-12.758628
1.23e+11	-12.766134
1.23e+11	-12.773635
1.23e+11	-12.781131
1.23e+11	-12.788621
1.23e+11	-12.796107
1.23e+11	-12.803587
1.24e+11	-12.811062
1.24e+11	-12.818532
1.24e+11	-12.825997
1.24e+11	-12.833457
1.24e+11	-12.840912
1.24e+11	-12.848361
1.24e+11	-12.855806
1.24e+11	-12.863245
1.24e+11	-12.870680
1.24e+11	-12.878109
1.24e+11	-12.885533
1.25e+11	-12.892952
1.25e+11	-12.900367
1.25e+11	-12.907776
1.25e+11	-12.915180
1.25e+11	-12.922579
1.25e+11	-12.929973
1.25e+11	-12.937362
1.25e+11	-12.944746
1.25e+11	-12.952125
1.26e+11	-12.959499
1.26e+11	-12.966868
1.26e+11	-12.974232
1.26e+11	-12.981591
1.26e+11	-12.988945
1.26e+11	-12.996294
1.26e+11	-13.003638
1.26e+11	-13.010977
1.26e+11	-13.018311
1.26e+11	-13.025641
1.26e+11	-13.032965
1.27e+11	-13.040284
1.27e+11	-13.047599
1.27e+11	-13.054908
1.27e+11	-13.062213
1.27e+11	-13.069513
1.27e+11	-13.076808
1.27e+11	-13.084098
1.27e+11	-13.091383
1.27e+11	-13.098663
1.28e+11	-13.105938
1.28e+11	-13.113208
1.28e+11	-13.120474
1.28e+11	-13.127734
1.28e+11	-13.134990
1.28e+11	-13.142241
1.28e+11	-13.149487
1.28e+11	-13.156729
1.28e+11	-13.163965
1.28e+11	-13.171197
1.28e+11	-13.178423
1.29e+11	-13.185645
1.29e+11	-13.192862
1.29e+11	-13.200075
1.29e+11	-13.207282
1.29e+11	-13.214485
1.29e+11	-13.221683
1.29e+11	-13.228876
1.29e+11	-13.236065
1.29e+11	-13.243248
1.30e+11	-13.250427
1.30e+11	-13.257601
1.30e+11	-13.264770
1.30e+11	-13.271935
1.30e+11	-13.279095
1.30e+11	-13.286250
1.30e+11	-13.293400
1.30e+11	-13.300546
1.30e+11	-13.307687
1.30e+11	-13.314823
1.30e+11	-13.321955
1.31e+11	-13.329082
1.31e+11	-13.336204
1.31e+11	-13.343321
1.31e+11	-13.350434
1.31e+11	-13.357542
1.31e+11	-13.364646
1.31e+11	-13.371744
1.31e+11	-13.378838
1.31e+11	-13.385928
1.32e+11	-13.393013
1.32e+11	-13.400093
1.32e+11	-13.407168
1.32e+11	-13.414239
1.32e+11	-13.421305
1.32e+11	-13.428367
1.32e+11	-13.435424
1.32e+11	-13.442476
1.32e+11	-13.449524
1.32e+11	-13.456567
1.32e+11	-13.463606
1.33e+11	-13.470640
1.33e+11	-13.477669
1.33e+11	-13.484694
1.33e+11	-13.491714
1.33e+11	-13.498730
1.33e+11	-13.505741
1.33e+11	-13.512747
1.33e+11	-13.519749
1.33e+11	-13.526747
1.34e+11	-13.533739
1.34e+11	-13.540728
1.34e+11	-13.547712
1.34e+11	-13.554691
1.34e+11	-13.561666
1.34e+11	-13.568636
1.34e+11	-13.575602
1.34e+11	-13.582563
1.34e+11	-13.589520
1.34e+11	-13.596472
1.34e+11	-13.603420
1.35e+11	-13.610363
1.35e+11	-13.617302
1.35e+11	-13.624236
1.35e+11	-13.631166
1.35e+11	-13.638091
1.35e+11	-13.645012
1.35e+11	-13.651929
1.35e+11	-13.658841
1.35e+11	-13.665748
1.36e+11	-13.672651
1.36e+11	-13.679550
1.36e+11	-13.686444
1.36e+11	-13.693334
1.36e+11	-13.700220
1.36e+11	-13.707101
1.36e+11	-13.713977
1.36e+11	-13.720849
1.36e+11	-13.727717
1.36e+11	-13.734581
1.36e+11	-13.741440
1.37e+11	-13.748294
1.37e+11	-13.755145
1.37e+11	-13.761991
1.37e+11	-13.768832
1.37e+11	-13.775669
1.37e+11	-13.782502
1.37e+11	-13.789331
1.37e+11	-13.796155
1.37e+11	-13.802975
1.38e+11	-13.809790
1.38e+11	-13.816601
1.38e+11	-13.823408
1.38e+11	-13.830211
1.38e+11	-13.837009
1.38e+11	-13.843803
1.38e+11	-13.850593
1.38e+11	-13.857378
1.38e+11	-13.864159
1.38e+11	-13.870936
1.38e+11	-13.877708
1.39e+11	-13.884476
1.39e+11	-13.891240
1.39e+11	-13.898000
1.39e+11	-13.904755
1.39e+11	-13.911506
1.39e+11	-13.918253
1.39e+11	-13.924995
1.39e+11	-13.931734
1.39e+11	-13.938468
1.40e+11	-13.945198
1.40e+11	-13.951923
1.40e+11	-13.958645
1.40e+11	-13.965362
1.40e+11	-13.972075
1.40e+11	-13.978784
1.40e+11	-13.985488
1.40e+11	-13.992188
1.40e+11	-13.998885
1.40e+11	-14.005577
1.40e+11	-14.012264
1.41e+11	-14.018948
1.41e+11	-14.025627
1.41e+11	-14.032303
1.41e+11	-14.038974
1.41e+11	-14.045641
1.41e+11	-14.052303
1.41e+11	-14.058962
1.41e+11	-14.065616
1.41e+11	-14.072267
1.42e+11	-14.078913
1.42e+11	-14.085555
1.42e+11	-14.092193
1.42e+11	-14.098827
1.42e+11	-14.105456
1.42e+11	-14.112082
1.42e+11	-14.118703
1.42e+11	-14.125321
1.42e+11	-14.131934
1.42e+11	-14.138543
1.42e+11	-14.145148
1.43e+11	-14.151749
1.43e+11	-14.158346
1.43e+11	-14.164939
1.43e+11	-14.171528
1.43e+11	-14.178112
1.43e+11	-14.184693
1.43e+11	-14.191270
1.43e+11	-14.197842
1.43e+11	-14.204410
1.44e+11	-14.210975
1.44e+11	-14.217535
1.44e+11	-14.224092
1.44e+11	-14.230644
1.44e+11	-14.237192
1.44e+11	-14.243736
1.44e+11	-14.250277
1.44e+11	-14.256813
1.44e+11	-14.263345
1.44e+11	-14.269873
1.44e+11	-14.276398
1.45e+11	-14.282918
1.45e+11	-14.289434
1.45e+11	-14.295946
1.45e+11	-14.302454
1.45e+11	-14.308959
1.45e+11	-14.315459
1.45e+11	-14.321955
1.45e+11	-14.328448
1.45e+11	-14.334936
1.46e+11	-14.341421
1.46e+11	-14.347901
1.46e+11	-14.354378
1.46e+11	-14.360850
1.46e+11	-14.367319
1.46e+11	-14.373784
1.46e+11	-14.380245
1.46e+11	-14.386702
1.46e+11	-14.393155
1.46e+11	-14.399604
1.46e+11	-14.406049
1.47e+11	-14.412490
1.47e+11	-14.418928
1.47e+11	-14.425361
1.47e+11	-14.431791
1.47e+11	-14.438216
1.47e+11	-14.444638
1.47e+11	-14.451056
1.47e+11	-14.457470
1.47e+11	-14.463880
1.48e+11	-14.470287
1.48e+11	-14.476689
1.48e+11	-14.483088
1.48e+11	-14.489483
1.48e+11	-14.495874
1.48e+11	-14.502261
1.48e+11	-14.508644
1.48e+11	-14.515023
1.48e+11	-14.521399
1.48e+11	-14.527771
1.48e+11	-14.534138
1.49e+11	-14.540503
1.49e+11	-14.546863
1.49e+11	-14.553219
1.49e+11	-14.559572
1.49e+11	-14.565921
1.49e+11	-14.572266
1.49e+11	-14.578607
1.49e+11	-14.584945
1.49e+11	-14.591278
1.50e+11	-14.597608
1.50e+11	-14.603934
1.50e+11	-14.610257
1.50e+11	-14.616575
1.50e+11	-14.622890
1.50e+11	-14.629201
1.50e+11	-14.635509
1.50e+11	-14.641812
1.50e+11	-14.648112
1.50e+11	-14.654408
1.50e+11	-14.660700
1.51e+11	-14.666989
1.51e+11	-14.673274
1.51e+11	-14.679555
1.51e+11	-14.685833
1.51e+11	-14.692106
1.51e+11	-14.698376
1.51e+11	-14.704643
1.51e+11	-14.710905
1.51e+11	-14.717164
1.52e+11	-14.723419
1.52e+11	-14.729671
1.52e+11	-14.735918
1.52e+11	-14.742163
1.52e+11	-14.748403
1.52e+11	-14.754640
1.52e+11	-14.760873
1.52e+11	-14.767102
1.52e+11	-14.773328
1.52e+11	-14.779550
1.52e+11	-14.785769
1.53e+11	-14.791983
1.53e+11	-14.798195
1.53e+11	-14.804402
1.53e+11	-14.810606
1.53e+11	-14.816806
1.53e+11	-14.823003
1.53e+11	-14.829196
1.53e+11	-14.835385
1.53e+11	-14.841571
1.54e+11	-14.847753
1.54e+11	-14.853931
1.54e+11	-14.860106
1.54e+11	-14.866277
1.54e+11	-14.872445
1.54e+11	-14.878609
1.54e+11	-14.884770
1.54e+11	-14.890926
1.54e+11	-14.897080
1.54e+11	-14.903229
1.54e+11	-14.909376
1.55e+11	-14.915518
1.55e+11	-14.921657
1.55e+11	-14.927793
1.55e+11	-14.933924
1.55e+11	-14.940053
1.55e+11	-14.946178
1.55e+11	-14.952299
1.55e+11	-14.958416
1.55e+11	-14.964531
1.56e+11	-14.970641
1.56e+11	-14.976748
1.56e+11	-14.982852
1.56e+11	-14.988952
1.56e+11	-14.995048
1.56e+11	-15.001141
1.56e+11	-15.007230
1.56e+11	-15.013316
1.56e+11	-15.019399
1.56e+11	-15.025478
1.56e+11	-15.031553
1.57e+11	-15.037625
1.57e+11	-15.043693
1.57e+11	-15.049758
1.57e+11	-15.055820
1.57e+11	-15.061878
1.57e+11	-15.067932
1.57e+11	-15.073983
1.57e+11	-15.080031
1.57e+11	-15.086075
1.58e+11	-15.092115
1.58e+11	-15.098152
1.58e+11	-15.104186
1.58e+11	-15.110216
1.58e+11	-15.116243
1.58e+11	-15.122267
1.58e+11	-15.128286
1.58e+11	-15.134303
1.58e+11	-15.140316
1.58e+11	-15.146326
1.58e+11	-15.152332
1.59e+11	-15.158334
1.59e+11	-15.164334
1.59e+11	-15.170330
1.59e+11	-15.176322
1.59e+11	-15.182311
1.59e+11	-15.188297
1.59e+11	-15.194279
1.59e+11	-15.200258
1.59e+11	-15.206234
1.60e+11	-15.212206
1.60e+11	-15.218174
1.60e+11	-15.224140
1.60e+11	-15.230102
1.60e+11	-15.236060
1.60e+11	-15.242016
1.60e+11	-15.247967
1.60e+11	-15.253916
1.60e+11	-15.259861
1.60e+11	-15.265803
1.60e+11	-15.271741
1.61e+11	-15.277676
1.61e+11	-15.283608
1.61e+11	-15.289536
1.61e+11	-15.295461
1.61e+11	-15.301383
1.61e+11	-15.307302
1.61e+11	-15.313217
1.61e+11	-15.319128
1.61e+11	-15.325037
1.62e+11	-15.330942
1.62e+11	-15.336843
1.62e+11	-15.342742
1.62e+11	-15.348637
1.62e+11	-15.354529
1.62e+11	-15.360417
1.62e+11	-15.366303
1.62e+11	-15.372185
1.62e+11	-15.378063
1.62e+11	-15.383939
1.62e+11	-15.389811
1.63e+11	-15.395680
1.63e+11	-15.401545
1.63e+11	-15.407407
1.63e+11	-15.413266
1.63e+11	-15.419122
1.63e+11	-15.424974
1.63e+11	-15.430824
1.63e+11	-15.436670
1.63e+11	-15.442512
1.64e+11	-15.448352
1.64e+11	-15.454188
1.64e+11	-15.460021
1.64e+11	-15.465851
1.64e+11	-15.471677
1.64e+11	-15.477500
1.64e+11	-15.483320
1.64e+11	-15.489137
1.64e+11	-15.494951
1.64e+11	-15.500761
1.64e+11	-15.506568
1.65e+11	-15.512372
1.65e+11	-15.518173
1.65e+11	-15.523970
1.65e+11	-15.529765
1.65e+11	-15.535556
1.65e+11	-15.541344
1.65e+11	-15.547128
1.65e+11	-15.552910
1.65e+11	-15.558688
1.66e+11	-15.564463
1.66e+11	-15.570235
1.66e+11	-15.576004
1.66e+11	-15.581770
1.66e+11	-15.587532
1.66e+11	-15.593292
1.66e+11	-15.599048
1.66e+11	-15.604801
1.66e+11	-15.610551
1.66e+11	-15.616297
1.66e+11	-15.622041
1.67e+11	-15.627781
1.67e+11	-15.633519
1.67e+11	-15.639253
1.67e+11	-15.644984
1.67e+11	-15.650712
1.67e+11	-15.656436
1.67e+11	-15.662158
1.67e+11	-15.667876
1.67e+11	-15.673592
1.68e+11	-15.679304
1.68e+11	-15.685013
1.68e+11	-15.690719
1.68e+11	-15.696422
1.68e+11	-15.702122
1.68e+11	-15.707818
1.68e+11	-15.713512
1.68e+11	-15.719202
1.68e+11	-15.724890
1.68e+11	-15.730574
1.68e+11	-15.736255
1.69e+11	-15.741934
1.69e+11	-15.747609
1.69e+11	-15.753281
1.69e+11	-15.758950
1.69e+11	-15.764616
1.69e+11	-15.770278
1.69e+11	-15.775938
1.69e+11	-15.781595
1.69e+11	-15.787248
1.70e+11	-15.792899
1.70e+11	-15.798547
1.70e+11	-15.804191
1.70e+11	-15.809832
1.70e+11	-15.815471
1.70e+11	-15.821106
1.70e+11	-15.826739
1.70e+11	-15.832368
1.70e+11	-15.837994
1.70e+11	-15.843617
1.70e+11	-15.849238
1.71e+11	-15.854855
1.71e+11	-15.860469
1.71e+11	-15.866080
1.71e+11	-15.871688
1.71e+11	-15.877293
1.71e+11	-15.882896
1.71e+11	-15.888495
1.71e+11	-15.894091
1.71e+11	-15.899684
1.72e+11	-15.905274
1.72e+11	-15.910861
1.72e+11	-15.916446
1.72e+11	-15.922027
1.72e+11	-15.927605
1.72e+11	-15.933180
1.72e+11	-15.938753
1.72e+11	-15.944322
1.72e+11	-15.949888
1.72e+11	-15.955452
1.72e+11	-15.961012
1.73e+11	-15.966570
1.73e+11	-15.972124
1.73e+11	-15.977676
1.73e+11	-15.983224
1.73e+11	-15.988770
1.73e+11	-15.994313
1.73e+11	-15.999852
1.73e+11	-16.005389
1.73e+11	-16.010923
1.74e+11	-16.016454
1.74e+11	-16.021982
1.74e+11	-16.027507
1.74e+11	-16.033030
1.74e+11	-16.038549
1.74e+11	-16.044065
1.74e+11	-16.049579
1.74e+11	-16.055089
1.74e+11	-16.060597
1.74e+11	-16.066102
1.74e+11	-16.071603
1.75e+11	-16.077102
1.75e+11	-16.082598
1.75e+11	-16.088092
1.75e+11	-16.093582
1.75e+11	-16.099069
1.75e+11	-16.104554
1.75e+11	-16.110035
1.75e+11	-16.115514
1.75e+11	-16.120990
1.76e+11	-16.126463
1.76e+11	-16.131933
1.76e+11	-16.137400
1.76e+11	-16.142865
1.76e+11	-16.148326
1.76e+11	-16.153785
1.76e+11	-16.159241
1.76e+11	-16.164694
1.76e+11	-16.170144
1.76e+11	-16.175591
1.76e+11	-16.181035
1.77e+11	-16.186477
1.77e+11	-16.191916
1.77e+11	-16.197351
1.77e+11	-16.202785
1.77e+11	-16.208215
1.77e+11	-16.213642
1.77e+11	-16.219067
1.77e+11	-16.224489
1.77e+11	-16.229907
1.78e+11	-16.235324
1.78e+11	-16.240737
1.78e+11	-16.246147
1.78e+11	-16.251555
1.78e+11	-16.256960
1.78e+11	-16.262362
1.78e+11	-16.267761
1.78e+11	-16.273158
1.78e+11	-16.278551
1.78e+11	-16.283942
1.78e+11	-16.289331
1.79e+11	-16.294716
1.79e+11	-16.300098
1.79e+11	-16.305478
1.79e+11	-16.310855
1.79e+11	-16.316229
1.79e+11	-16.321601
1.79e+11	-16.326969
1.79e+11	-16.332335
1.79e+11	-16.337699
1.80e+11	-16.343059
1.80e+11	-16.348417
1.80e+11	-16.353771
1.80e+11	-16.359123
1.80e+11	-16.364473
1.80e+11	-16.369819
1.80e+11	-16.375163
1.80e+11	-16.380504
1.80e+11	-16.385843
1.80e+11	-16.391179
1.80e+11	-16.396511
1.81e+11	-16.401842
1.81e+11	-16.407169
1.81e+11	-16.412494
1.81e+11	-16.417816
1.81e+11	-16.423135
1.81e+11	-16.428452
1.81e+11	-16.433766
1.81e+11	-16.439077
1.81e+11	-16.444385
1.82e+11	-16.449691
1.82e+11	-16.454994
1.82e+11	-16.460294
1.82e+11	-16.465592
1.82e+11	-16.470887
1.82e+11	-16.476179
1.82e+11	-16.481469
1.82e+11	-16.486755
1.82e+11	-16.492040
1.82e+11	-16.497321
1.82e+11	-16.502600
1.83e+11	-16.507876
1.83e+11	-16.513149
1.83e+11	-16.518420
1.83e+11	-16.523688
1.83e+11	-16.528954
1.83e+11	-16.534216
1.83e+11	-16.539477
1.83e+11	-16.544734
1.83e+11	-16.549989
1.84e+11	-16.555241
1.84e+11	-16.560490
1.84e+11	-16.565737
1.84e+11	-16.570981
1.84e+11	-16.576223
1.84e+11	-16.581462
1.84e+11	-16.586698
1.84e+11	-16.591932
1.84e+11	-16.597163
1.84e+11	-16.602391
1.84e+11	-16.607617
1.85e+11	-16.612840
1.85e+11	-16.618060
1.85e+11	-16.623278
1.85e+11	-16.628493
1.85e+11	-16.633706
1.85e+11	-16.638916
1.85e+11	-16.644123
1.85e+11	-16.649328
1.85e+11	-16.654530
1.86e+11	-16.659730
1.86e+11	-16.664927
1.86e+11	-16.670121
1.86e+11	-16.675313
1.86e+11	-16.680502
1.86e+11	-16.685689
1.86e+11	-16.690873
1.86e+11	-16.696054
1.86e+11	-16.701233
1.86e+11	-16.706409
1.86e+11	-16.711583
1.87e+11	-16.716754
1.87e+11	-16.721922
1.87e+11	-16.727088
1.87e+11	-16.732251
1.87e+11	-16.737412
1.87e+11	-16.742570
1.87e+11	-16.747726
1.87e+11	-16.752879
1.87e+11	-16.758030
1.88e+11	-16.763178
1.88e+11	-16.768323
1.88e+11	-16.773466
1.88e+11	-16.778606
1.88e+11	-16.783744
1.88e+11	-16.788879
1.88e+11	-16.794012
1.88e+11	-16.799142
1.88e+11	-16.804270
1.88e+11	-16.809395
1.88e+11	-16.814518
1.89e+11	-16.819638
1.89e+11	-16.824755
1.89e+11	-16.829870
1.89e+11	-16.834983
1.89e+11	-16.840093
1.89e+11	-16.845200
1.89e+11	-16.850305
1.89e+11	-16.855407
1.89e+11	-16.860507
1.90e+11	-16.865605
1.90e+11	-16.870700
1.90e+11	-16.875792
1.90e+11	-16.880882
1.90e+11	-16.885969
1.90e+11	-16.891054
1.90e+11	-16.896136
1.90e+11	-16.901216
1.90e+11	-16.906294
1.90e+11	-16.911369
1.90e+11	-16.916441
1.91e+11	-16.921511
1.91e+11	-16.926579
1.91e+11	-16.931644
1.91e+11	-16.936706
1.91e+11	-16.941766
1.91e+11	-16.946824
1.91e+11	-16.951879
1.91e+11	-16.956932
1.91e+11	-16.961982
1.92e+11	-16.967029
1.92e+11	-16.972075
1.92e+11	-16.977118
1.92e+11	-16.982158
1.92e+11	-16.987196
1.92e+11	-16.992231
1.92e+11	-16.997264
1.92e+11	-17.002295
1.92e+11	-17.007323
1.92e+11	-17.012349
1.92e+11	-17.017372
1.93e+11	-17.022393
1.93e+11	-17.027411
1.93e+11	-17.032427
1.93e+11	-17.037441
1.93e+11	-17.042452
1.93e+11	-17.047460
1.93e+11	-17.052467
1.93e+11	-17.057471
1.93e+11	-17.062472
1.94e+11	-17.067471
1.94e+11	-17.072468
1.94e+11	-17.077462
1.94e+11	-17.082454
1.94e+11	-17.087443
1.94e+11	-17.092430
1.94e+11	-17.097414
1.94e+11	-17.102397
1.94e+11	-17.107376
1.94e+11	-17.112354
1.94e+11	-17.117329
1.95e+11	-17.122301
1.95e+11	-17.127272
1.95e+11	-17.132239
1.95e+11	-17.137205
1.95e+11	-17.142168
1.95e+11	-17.147128
1.95e+11	-17.152087
1.95e+11	-17.157043
1.95e+11	-17.161996
1.96e+11	-17.166947
1.96e+11	-17.171896
1.96e+11	-17.176843
1.96e+11	-17.181787
1.96e+11	-17.186728
1.96e+11	-17.191668
1.96e+11	-17.196605
1.96e+11	-17.201539
1.96e+11	-17.206472
1.96e+11	-17.211402
1.96e+11	-17.216329
1.97e+11	-17.221254
1.97e+11	-17.226177
1.97e+11	-17.231098
1.97e+11	-17.236016
1.97e+11	-17.240932
1.97e+11	-17.245846
1.97e+11	-17.250757
1.97e+11	-17.255666
1.97e+11	-17.260572
1.98e+11	-17.265476
1.98e+11	-17.270378
1.98e+11	-17.275278
1.98e+11	-17.280175
1.98e+11	-17.285070
1.98e+11	-17.289963
1.98e+11	-17.294853
1.98e+11	-17.299741
1.98e+11	-17.304627
1.98e+11	-17.309510
1.98e+11	-17.314391
1.99e+11	-17.319270
1.99e+11	-17.324146
1.99e+11	-17.329020
1.99e+11	-17.333892
1.99e+11	-17.338762
1.99e+11	-17.343629
1.99e+11	-17.348494
1.99e+11	-17.353357
1.99e+11	-17.358217
2.00e+11	-17.363075
2.00e+11	-17.367931
2.00e+11	-17.372784
2.00e+11	-17.377636
2.00e+11	-17.382485
