# Frequency (Hz)	EO Bandwidth (dB)
1.07e+11	-6.083237
1.08e+11	-6.089788
1.08e+11	-6.096337
1.08e+11	-6.102884
1.08e+11	-6.109428
1.08e+11	-6.115970
1.08e+11	-6.122509
1.08e+11	-6.129046
1.08e+11	-6.135580
1.08e+11	-6.142112
1.08e+11	-6.148641
1.08e+11	-6.155167
1.09e+11	-6.161692
1.09e+11	-6.168213
1.09e+11	-6.174732
1.09e+11	-6.181249
1.09e+11	-6.187763
1.09e+11	-6.194275
1.09e+11	-6.200784
1.09e+11	-6.207291
1.09e+11	-6.213795
1.10e+11	-6.220296
1.10e+11	-6.226796
1.10e+11	-6.233292
1.10e+11	-6.239786
1.10e+11	-6.246278
1.10e+11	-6.252767
1.10e+11	-6.259253
1.10e+11	-6.265737
1.10e+11	-6.272219
1.10e+11	-6.278698
1.10e+11	-6.285174
1.11e+11	-6.291648
1.11e+11	-6.298119
1.11e+11	-6.304588
1.11e+11	-6.311054
1.11e+11	-6.317518
1.11e+11	-6.323979
1.11e+11	-6.330438
1.11e+11	-6.336894
1.11e+11	-6.343348
1.12e+11	-6.349799
1.12e+11	-6.356248
1.12e+11	-6.362694
1.12e+11	-6.369137
1.12e+11	-6.375578
1.12e+11	-6.382017
1.12e+11	-6.388452
1.12e+11	-6.394886
1.12e+11	-6.401317
1.12e+11	-6.407745
1.12e+11	-6.414170
1.13e+11	-6.420594
1.13e+11	-6.427014
1.13e+11	-6.433432
1.13e+11	-6.439848
1.13e+11	-6.446261
1.13e+11	-6.452671
1.13e+11	-6.459079
1.13e+11	-6.465485
1.13e+11	-6.471887
1.14e+11	-6.478288
1.14e+11	-6.484685
1.14e+11	-6.491080
1.14e+11	-6.497473
1.14e+11	-6.503863
1.14e+11	-6.510250
1.14e+11	-6.516635
1.14e+11	-6.523018
1.14e+11	-6.529398
1.14e+11	-6.535775
1.14e+11	-6.542149
1.15e+11	-6.548522
1.15e+11	-6.554891
1.15e+11	-6.561258
1.15e+11	-6.567623
1.15e+11	-6.573985
1.15e+11	-6.580344
1.15e+11	-6.586701
1.15e+11	-6.593055
1.15e+11	-6.599407
1.16e+11	-6.605756
1.16e+11	-6.612102
1.16e+11	-6.618446
1.16e+11	-6.624788
1.16e+11	-6.631126
1.16e+11	-6.637463
1.16e+11	-6.643796
1.16e+11	-6.650128
1.16e+11	-6.656456
1.16e+11	-6.662782
1.16e+11	-6.669106
1.17e+11	-6.675426
1.17e+11	-6.681745
1.17e+11	-6.688060
1.17e+11	-6.694374
1.17e+11	-6.700684
1.17e+11	-6.706992
1.17e+11	-6.713298
1.17e+11	-6.719601
1.17e+11	-6.725901
1.18e+11	-6.732199
1.18e+11	-6.738494
1.18e+11	-6.744786
1.18e+11	-6.751077
1.18e+11	-6.757364
1.18e+11	-6.763649
1.18e+11	-6.769931
1.18e+11	-6.776211
1.18e+11	-6.782488
1.18e+11	-6.788763
1.18e+11	-6.795035
1.19e+11	-6.801304
1.19e+11	-6.807571
1.19e+11	-6.813836
1.19e+11	-6.820097
1.19e+11	-6.826356
1.19e+11	-6.832613
1.19e+11	-6.838867
1.19e+11	-6.845119
1.19e+11	-6.851367
1.20e+11	-6.857614
1.20e+11	-6.863857
1.20e+11	-6.870099
1.20e+11	-6.876337
1.20e+11	-6.882573
1.20e+11	-6.888807
1.20e+11	-6.895037
1.20e+11	-6.901266
1.20e+11	-6.907491
1.20e+11	-6.913715
1.20e+11	-6.919935
1.21e+11	-6.926153
1.21e+11	-6.932369
1.21e+11	-6.938581
1.21e+11	-6.944792
1.21e+11	-6.950999
1.21e+11	-6.957204
1.21e+11	-6.963407
1.21e+11	-6.969607
1.21e+11	-6.975804
1.22e+11	-6.981999
1.22e+11	-6.988191
1.22e+11	-6.994381
1.22e+11	-7.000568
1.22e+11	-7.006753
1.22e+11	-7.012935
1.22e+11	-7.019114
1.22e+11	-7.025291
1.22e+11	-7.031465
1.22e+11	-7.037637
1.22e+11	-7.043806
1.23e+11	-7.049972
1.23e+11	-7.056136
1.23e+11	-7.062298
1.23e+11	-7.068456
1.23e+11	-7.074613
1.23e+11	-7.080766
1.23e+11	-7.086917
1.23e+11	-7.093066
1.23e+11	-7.099212
1.24e+11	-7.105355
1.24e+11	-7.111496
1.24e+11	-7.117634
1.24e+11	-7.123770
1.24e+11	-7.129903
1.24e+11	-7.136033
1.24e+11	-7.142161
1.24e+11	-7.148286
1.24e+11	-7.154409
1.24e+11	-7.160529
1.24e+11	-7.166647
1.25e+11	-7.172762
1.25e+11	-7.178875
1.25e+11	-7.184985
1.25e+11	-7.191092
1.25e+11	-7.197197
1.25e+11	-7.203299
1.25e+11	-7.209399
1.25e+11	-7.215496
1.25e+11	-7.221590
1.26e+11	-7.227682
1.26e+11	-7.233772
1.26e+11	-7.239858
1.26e+11	-7.245943
1.26e+11	-7.252024
1.26e+11	-7.258104
1.26e+11	-7.264180
1.26e+11	-7.270254
1.26e+11	-7.276326
1.26e+11	-7.282394
1.26e+11	-7.288461
1.27e+11	-7.294525
1.27e+11	-7.300586
1.27e+11	-7.306644
1.27e+11	-7.312700
1.27e+11	-7.318754
1.27e+11	-7.324805
1.27e+11	-7.330853
1.27e+11	-7.336899
1.27e+11	-7.342942
1.28e+11	-7.348983
1.28e+11	-7.355021
1.28e+11	-7.361057
1.28e+11	-7.367090
1.28e+11	-7.373120
1.28e+11	-7.379148
1.28e+11	-7.385174
1.28e+11	-7.391196
1.28e+11	-7.397217
1.28e+11	-7.403234
1.28e+11	-7.409250
1.29e+11	-7.415262
1.29e+11	-7.421272
1.29e+11	-7.427280
1.29e+11	-7.433285
1.29e+11	-7.439287
1.29e+11	-7.445287
1.29e+11	-7.451284
1.29e+11	-7.457279
1.29e+11	-7.463271
1.30e+11	-7.469261
1.30e+11	-7.475248
1.30e+11	-7.481232
1.30e+11	-7.487214
1.30e+11	-7.493194
1.30e+11	-7.499171
1.30e+11	-7.505145
1.30e+11	-7.511117
1.30e+11	-7.517086
1.30e+11	-7.523053
1.30e+11	-7.529017
1.31e+11	-7.534979
1.31e+11	-7.540938
1.31e+11	-7.546894
1.31e+11	-7.552849
1.31e+11	-7.558800
1.31e+11	-7.564749
1.31e+11	-7.570695
1.31e+11	-7.576639
1.31e+11	-7.582581
1.32e+11	-7.588519
1.32e+11	-7.594456
1.32e+11	-7.600389
1.32e+11	-7.606321
1.32e+11	-7.612249
1.32e+11	-7.618175
1.32e+11	-7.624099
1.32e+11	-7.630020
1.32e+11	-7.635939
1.32e+11	-7.641855
1.32e+11	-7.647768
1.33e+11	-7.653679
1.33e+11	-7.659587
1.33e+11	-7.665493
1.33e+11	-7.671397
1.33e+11	-7.677297
1.33e+11	-7.683196
1.33e+11	-7.689092
1.33e+11	-7.694985
1.33e+11	-7.700876
1.34e+11	-7.706764
1.34e+11	-7.712649
1.34e+11	-7.718533
1.34e+11	-7.724413
1.34e+11	-7.730291
1.34e+11	-7.736167
1.34e+11	-7.742040
1.34e+11	-7.747911
1.34e+11	-7.753779
1.34e+11	-7.759644
1.34e+11	-7.765507
1.35e+11	-7.771368
1.35e+11	-7.777226
1.35e+11	-7.783081
1.35e+11	-7.788934
1.35e+11	-7.794785
1.35e+11	-7.800633
1.35e+11	-7.806478
1.35e+11	-7.812321
1.35e+11	-7.818162
1.36e+11	-7.824000
1.36e+11	-7.829835
1.36e+11	-7.835668
1.36e+11	-7.841498
1.36e+11	-7.847326
1.36e+11	-7.853152
1.36e+11	-7.858975
1.36e+11	-7.864795
1.36e+11	-7.870613
1.36e+11	-7.876428
1.36e+11	-7.882241
1.37e+11	-7.888052
1.37e+11	-7.893860
1.37e+11	-7.899665
1.37e+11	-7.905468
1.37e+11	-7.911268
1.37e+11	-7.917066
1.37e+11	-7.922862
1.37e+11	-7.928655
1.37e+11	-7.934445
1.38e+11	-7.940233
1.38e+11	-7.946019
1.38e+11	-7.951802
1.38e+11	-7.957582
1.38e+11	-7.963360
1.38e+11	-7.969136
1.38e+11	-7.974909
1.38e+11	-7.980679
1.38e+11	-7.986447
1.38e+11	-7.992213
1.38e+11	-7.997976
1.39e+11	-8.003737
1.39e+11	-8.009495
1.39e+11	-8.015251
1.39e+11	-8.021004
1.39e+11	-8.026755
1.39e+11	-8.032503
1.39e+11	-8.038249
1.39e+11	-8.043992
1.39e+11	-8.049733
1.40e+11	-8.055471
1.40e+11	-8.061207
1.40e+11	-8.066941
1.40e+11	-8.072672
1.40e+11	-8.078400
1.40e+11	-8.084126
1.40e+11	-8.089850
1.40e+11	-8.095571
1.40e+11	-8.101289
1.40e+11	-8.107006
1.40e+11	-8.112719
1.41e+11	-8.118431
1.41e+11	-8.124139
1.41e+11	-8.129846
1.41e+11	-8.135550
1.41e+11	-8.141251
1.41e+11	-8.146950
1.41e+11	-8.152646
1.41e+11	-8.158341
1.41e+11	-8.164032
1.42e+11	-8.169721
1.42e+11	-8.175408
1.42e+11	-8.181092
1.42e+11	-8.186774
1.42e+11	-8.192453
1.42e+11	-8.198130
1.42e+11	-8.203805
1.42e+11	-8.209477
1.42e+11	-8.215146
1.42e+11	-8.220814
1.42e+11	-8.226478
1.43e+11	-8.232140
1.43e+11	-8.237800
1.43e+11	-8.243458
1.43e+11	-8.249113
1.43e+11	-8.254765
1.43e+11	-8.260415
1.43e+11	-8.266063
1.43e+11	-8.271708
1.43e+11	-8.277351
1.44e+11	-8.282991
1.44e+11	-8.288629
1.44e+11	-8.294264
1.44e+11	-8.299897
1.44e+11	-8.305528
1.44e+11	-8.311156
1.44e+11	-8.316782
1.44e+11	-8.322405
1.44e+11	-8.328026
1.44e+11	-8.333645
1.44e+11	-8.339261
1.45e+11	-8.344875
1.45e+11	-8.350486
1.45e+11	-8.356095
1.45e+11	-8.361701
1.45e+11	-8.367305
1.45e+11	-8.372907
1.45e+11	-8.378506
1.45e+11	-8.384102
1.45e+11	-8.389697
1.46e+11	-8.395289
1.46e+11	-8.400878
1.46e+11	-8.406465
1.46e+11	-8.412050
1.46e+11	-8.417632
1.46e+11	-8.423212
1.46e+11	-8.428790
1.46e+11	-8.434365
1.46e+11	-8.439938
1.46e+11	-8.445508
1.46e+11	-8.451076
1.47e+11	-8.456641
1.47e+11	-8.462204
1.47e+11	-8.467765
1.47e+11	-8.473323
1.47e+11	-8.478879
1.47e+11	-8.484433
1.47e+11	-8.489984
1.47e+11	-8.495533
1.47e+11	-8.501079
1.48e+11	-8.506623
1.48e+11	-8.512164
1.48e+11	-8.517704
1.48e+11	-8.523240
1.48e+11	-8.528775
1.48e+11	-8.534307
1.48e+11	-8.539837
1.48e+11	-8.545364
1.48e+11	-8.550889
1.48e+11	-8.556411
1.48e+11	-8.561931
1.49e+11	-8.567449
1.49e+11	-8.572965
1.49e+11	-8.578478
1.49e+11	-8.583988
1.49e+11	-8.589497
1.49e+11	-8.595002
1.49e+11	-8.600506
1.49e+11	-8.606007
1.49e+11	-8.611506
1.50e+11	-8.617002
1.50e+11	-8.622497
1.50e+11	-8.627988
1.50e+11	-8.633478
1.50e+11	-8.638965
1.50e+11	-8.644449
1.50e+11	-8.649932
1.50e+11	-8.655411
1.50e+11	-8.660889
1.50e+11	-8.666364
1.50e+11	-8.671837
1.51e+11	-8.677308
1.51e+11	-8.682776
1.51e+11	-8.688242
1.51e+11	-8.693705
1.51e+11	-8.699166
1.51e+11	-8.704625
1.51e+11	-8.710081
1.51e+11	-8.715535
1.51e+11	-8.720987
1.52e+11	-8.726436
1.52e+11	-8.731884
1.52e+11	-8.737328
1.52e+11	-8.742771
1.52e+11	-8.748211
1.52e+11	-8.753648
1.52e+11	-8.759084
1.52e+11	-8.764517
1.52e+11	-8.769947
1.52e+11	-8.775376
1.52e+11	-8.780802
1.53e+11	-8.786226
1.53e+11	-8.791647
1.53e+11	-8.797066
1.53e+11	-8.802483
1.53e+11	-8.807897
1.53e+11	-8.813309
1.53e+11	-8.818719
1.53e+11	-8.824126
1.53e+11	-8.829532
1.54e+11	-8.834934
1.54e+11	-8.840335
1.54e+11	-8.845733
1.54e+11	-8.851129
1.54e+11	-8.856522
1.54e+11	-8.861914
1.54e+11	-8.867303
1.54e+11	-8.872689
1.54e+11	-8.878074
1.54e+11	-8.883456
1.54e+11	-8.888835
1.55e+11	-8.894213
1.55e+11	-8.899588
1.55e+11	-8.904960
1.55e+11	-8.910331
1.55e+11	-8.915699
1.55e+11	-8.921065
1.55e+11	-8.926429
1.55e+11	-8.931790
1.55e+11	-8.937149
1.56e+11	-8.942506
1.56e+11	-8.947860
1.56e+11	-8.953212
1.56e+11	-8.958562
1.56e+11	-8.963910
1.56e+11	-8.969255
1.56e+11	-8.974598
1.56e+11	-8.979938
1.56e+11	-8.985277
1.56e+11	-8.990613
1.56e+11	-8.995947
1.57e+11	-9.001278
1.57e+11	-9.006608
1.57e+11	-9.011935
1.57e+11	-9.017259
1.57e+11	-9.022582
1.57e+11	-9.027902
1.57e+11	-9.033220
1.57e+11	-9.038536
1.57e+11	-9.043849
1.58e+11	-9.049160
1.58e+11	-9.054469
1.58e+11	-9.059775
1.58e+11	-9.065080
1.58e+11	-9.070382
1.58e+11	-9.075681
1.58e+11	-9.080979
1.58e+11	-9.086274
1.58e+11	-9.091567
1.58e+11	-9.096858
1.58e+11	-9.102146
1.59e+11	-9.107433
1.59e+11	-9.112717
1.59e+11	-9.117998
1.59e+11	-9.123278
1.59e+11	-9.128555
1.59e+11	-9.133830
1.59e+11	-9.139103
1.59e+11	-9.144373
1.59e+11	-9.149641
1.60e+11	-9.154907
1.60e+11	-9.160171
1.60e+11	-9.165432
1.60e+11	-9.170692
1.60e+11	-9.175949
1.60e+11	-9.181203
1.60e+11	-9.186456
1.60e+11	-9.191706
1.60e+11	-9.196954
1.60e+11	-9.202200
1.60e+11	-9.207444
1.61e+11	-9.212685
1.61e+11	-9.217924
1.61e+11	-9.223161
1.61e+11	-9.228396
1.61e+11	-9.233628
1.61e+11	-9.238859
1.61e+11	-9.244087
1.61e+11	-9.249312
1.61e+11	-9.254536
1.62e+11	-9.259757
1.62e+11	-9.264976
1.62e+11	-9.270193
1.62e+11	-9.275408
1.62e+11	-9.280621
1.62e+11	-9.285831
1.62e+11	-9.291039
1.62e+11	-9.296245
1.62e+11	-9.301448
1.62e+11	-9.306650
1.62e+11	-9.311849
1.63e+11	-9.317046
1.63e+11	-9.322241
1.63e+11	-9.327434
1.63e+11	-9.332624
1.63e+11	-9.337812
1.63e+11	-9.342998
1.63e+11	-9.348182
1.63e+11	-9.353364
1.63e+11	-9.358543
1.64e+11	-9.363720
1.64e+11	-9.368895
1.64e+11	-9.374068
1.64e+11	-9.379239
1.64e+11	-9.384407
1.64e+11	-9.389574
1.64e+11	-9.394738
1.64e+11	-9.399900
1.64e+11	-9.405059
1.64e+11	-9.410217
1.64e+11	-9.415372
1.65e+11	-9.420525
1.65e+11	-9.425676
1.65e+11	-9.430825
1.65e+11	-9.435972
1.65e+11	-9.441116
1.65e+11	-9.446259
1.65e+11	-9.451399
1.65e+11	-9.456537
1.65e+11	-9.461673
1.66e+11	-9.466806
1.66e+11	-9.471938
1.66e+11	-9.477067
1.66e+11	-9.482194
1.66e+11	-9.487319
1.66e+11	-9.492442
1.66e+11	-9.497563
1.66e+11	-9.502681
1.66e+11	-9.507797
1.66e+11	-9.512911
1.66e+11	-9.518023
1.67e+11	-9.523133
1.67e+11	-9.528241
1.67e+11	-9.533347
1.67e+11	-9.538450
1.67e+11	-9.543551
1.67e+11	-9.548650
1.67e+11	-9.553747
1.67e+11	-9.558842
1.67e+11	-9.563935
1.68e+11	-9.569025
1.68e+11	-9.574114
1.68e+11	-9.579200
1.68e+11	-9.584284
1.68e+11	-9.589366
1.68e+11	-9.594446
1.68e+11	-9.599523
1.68e+11	-9.604599
1.68e+11	-9.609672
1.68e+11	-9.614744
1.68e+11	-9.619813
1.69e+11	-9.624880
1.69e+11	-9.629945
1.69e+11	-9.635008
1.69e+11	-9.640068
1.69e+11	-9.645127
1.69e+11	-9.650183
1.69e+11	-9.655237
1.69e+11	-9.660289
1.69e+11	-9.665340
1.70e+11	-9.670387
1.70e+11	-9.675433
1.70e+11	-9.680477
1.70e+11	-9.685518
1.70e+11	-9.690558
1.70e+11	-9.695595
1.70e+11	-9.700631
1.70e+11	-9.705664
1.70e+11	-9.710695
1.70e+11	-9.715724
1.70e+11	-9.720750
1.71e+11	-9.725775
1.71e+11	-9.730798
1.71e+11	-9.735818
1.71e+11	-9.740837
1.71e+11	-9.745853
1.71e+11	-9.750867
1.71e+11	-9.755879
1.71e+11	-9.760889
1.71e+11	-9.765897
1.72e+11	-9.770903
1.72e+11	-9.775907
1.72e+11	-9.780908
1.72e+11	-9.785908
1.72e+11	-9.790905
1.72e+11	-9.795901
1.72e+11	-9.800894
1.72e+11	-9.805885
1.72e+11	-9.810874
1.72e+11	-9.815861
1.72e+11	-9.820846
1.73e+11	-9.825829
1.73e+11	-9.830810
1.73e+11	-9.835789
1.73e+11	-9.840765
1.73e+11	-9.845740
1.73e+11	-9.850713
1.73e+11	-9.855683
1.73e+11	-9.860651
1.73e+11	-9.865618
1.74e+11	-9.870582
1.74e+11	-9.875544
1.74e+11	-9.880504
1.74e+11	-9.885462
1.74e+11	-9.890418
1.74e+11	-9.895372
1.74e+11	-9.900324
1.74e+11	-9.905274
1.74e+11	-9.910222
1.74e+11	-9.915167
1.74e+11	-9.920111
1.75e+11	-9.925052
1.75e+11	-9.929992
1.75e+11	-9.934929
1.75e+11	-9.939865
1.75e+11	-9.944798
1.75e+11	-9.949730
1.75e+11	-9.954659
1.75e+11	-9.959586
1.75e+11	-9.964511
1.76e+11	-9.969435
1.76e+11	-9.974356
1.76e+11	-9.979275
1.76e+11	-9.984192
1.76e+11	-9.989107
1.76e+11	-9.994020
1.76e+11	-9.998931
1.76e+11	-10.003840
1.76e+11	-10.008746
1.76e+11	-10.013651
1.76e+11	-10.018554
1.77e+11	-10.023455
1.77e+11	-10.028354
1.77e+11	-10.033250
1.77e+11	-10.038145
1.77e+11	-10.043038
1.77e+11	-10.047928
1.77e+11	-10.052817
1.77e+11	-10.057704
1.77e+11	-10.062588
1.78e+11	-10.067471
1.78e+11	-10.072351
1.78e+11	-10.077230
1.78e+11	-10.082106
1.78e+11	-10.086981
1.78e+11	-10.091853
1.78e+11	-10.096724
1.78e+11	-10.101592
1.78e+11	-10.106459
1.78e+11	-10.111323
1.78e+11	-10.116186
1.79e+11	-10.121046
1.79e+11	-10.125905
1.79e+11	-10.130761
1.79e+11	-10.135616
1.79e+11	-10.140468
1.79e+11	-10.145319
1.79e+11	-10.150167
1.79e+11	-10.155014
1.79e+11	-10.159858
1.80e+11	-10.164701
1.80e+11	-10.169541
1.80e+11	-10.174380
1.80e+11	-10.179216
1.80e+11	-10.184051
1.80e+11	-10.188883
1.80e+11	-10.193714
1.80e+11	-10.198542
1.80e+11	-10.203369
1.80e+11	-10.208194
1.80e+11	-10.213016
1.81e+11	-10.217837
1.81e+11	-10.222656
1.81e+11	-10.227472
1.81e+11	-10.232287
1.81e+11	-10.237100
1.81e+11	-10.241911
1.81e+11	-10.246720
1.81e+11	-10.251526
1.81e+11	-10.256331
1.82e+11	-10.261134
1.82e+11	-10.265935
1.82e+11	-10.270734
1.82e+11	-10.275531
1.82e+11	-10.280326
1.82e+11	-10.285119
1.82e+11	-10.289911
1.82e+11	-10.294700
1.82e+11	-10.299487
1.82e+11	-10.304272
1.82e+11	-10.309056
1.83e+11	-10.313837
1.83e+11	-10.318616
1.83e+11	-10.323394
1.83e+11	-10.328169
1.83e+11	-10.332943
1.83e+11	-10.337714
1.83e+11	-10.342484
1.83e+11	-10.347252
1.83e+11	-10.352018
1.84e+11	-10.356781
1.84e+11	-10.361543
1.84e+11	-10.366303
1.84e+11	-10.371061
1.84e+11	-10.375817
1.84e+11	-10.380571
1.84e+11	-10.385324
1.84e+11	-10.390074
1.84e+11	-10.394822
1.84e+11	-10.399569
1.84e+11	-10.404313
1.85e+11	-10.409056
1.85e+11	-10.413796
1.85e+11	-10.418535
1.85e+11	-10.423272
1.85e+11	-10.428007
1.85e+11	-10.432740
1.85e+11	-10.437471
1.85e+11	-10.442200
1.85e+11	-10.446927
1.86e+11	-10.451652
1.86e+11	-10.456375
1.86e+11	-10.461097
1.86e+11	-10.465816
1.86e+11	-10.470534
1.86e+11	-10.475249
1.86e+11	-10.479963
1.86e+11	-10.484675
1.86e+11	-10.489385
1.86e+11	-10.494093
1.86e+11	-10.498799
1.87e+11	-10.503503
1.87e+11	-10.508206
1.87e+11	-10.512906
1.87e+11	-10.517605
1.87e+11	-10.522301
1.87e+11	-10.526996
1.87e+11	-10.531689
1.87e+11	-10.536380
1.87e+11	-10.541069
1.88e+11	-10.545756
1.88e+11	-10.550441
1.88e+11	-10.555124
1.88e+11	-10.559806
1.88e+11	-10.564485
1.88e+11	-10.569163
1.88e+11	-10.573839
1.88e+11	-10.578513
1.88e+11	-10.583185
1.88e+11	-10.587855
1.88e+11	-10.592523
1.89e+11	-10.597190
1.89e+11	-10.601854
1.89e+11	-10.606517
1.89e+11	-10.611177
1.89e+11	-10.615836
1.89e+11	-10.620493
1.89e+11	-10.625148
1.89e+11	-10.629802
1.89e+11	-10.634453
1.90e+11	-10.639102
1.90e+11	-10.643750
1.90e+11	-10.648396
1.90e+11	-10.653040
1.90e+11	-10.657682
1.90e+11	-10.662322
1.90e+11	-10.666960
1.90e+11	-10.671597
1.90e+11	-10.676231
1.90e+11	-10.680864
1.90e+11	-10.685495
1.91e+11	-10.690124
1.91e+11	-10.694751
1.91e+11	-10.699376
1.91e+11	-10.704000
1.91e+11	-10.708621
1.91e+11	-10.713241
1.91e+11	-10.717859
1.91e+11	-10.722475
1.91e+11	-10.727089
1.92e+11	-10.731702
1.92e+11	-10.736312
1.92e+11	-10.740921
1.92e+11	-10.745528
1.92e+11	-10.750133
1.92e+11	-10.754736
1.92e+11	-10.759337
1.92e+11	-10.763937
1.92e+11	-10.768534
1.92e+11	-10.773130
1.92e+11	-10.777724
1.93e+11	-10.782316
1.93e+11	-10.786906
1.93e+11	-10.791495
1.93e+11	-10.796081
1.93e+11	-10.800666
1.93e+11	-10.805249
1.93e+11	-10.809830
1.93e+11	-10.814410
1.93e+11	-10.818987
1.94e+11	-10.823563
1.94e+11	-10.828137
1.94e+11	-10.832709
1.94e+11	-10.837279
1.94e+11	-10.841847
1.94e+11	-10.846414
1.94e+11	-10.850979
1.94e+11	-10.855542
1.94e+11	-10.860103
1.94e+11	-10.864662
1.94e+11	-10.869220
1.95e+11	-10.873775
1.95e+11	-10.878329
1.95e+11	-10.882881
1.95e+11	-10.887432
1.95e+11	-10.891980
1.95e+11	-10.896527
1.95e+11	-10.901072
1.95e+11	-10.905615
1.95e+11	-10.910156
1.96e+11	-10.914695
1.96e+11	-10.919233
1.96e+11	-10.923769
1.96e+11	-10.928303
1.96e+11	-10.932835
1.96e+11	-10.937366
1.96e+11	-10.941894
1.96e+11	-10.946421
1.96e+11	-10.950946
1.96e+11	-10.955470
1.96e+11	-10.959991
1.97e+11	-10.964511
1.97e+11	-10.969029
1.97e+11	-10.973545
1.97e+11	-10.978060
1.97e+11	-10.982572
1.97e+11	-10.987083
1.97e+11	-10.991592
1.97e+11	-10.996099
1.97e+11	-11.000605
1.98e+11	-11.005109
1.98e+11	-11.009611
1.98e+11	-11.014111
1.98e+11	-11.018609
1.98e+11	-11.023106
1.98e+11	-11.027601
1.98e+11	-11.032094
1.98e+11	-11.036585
1.98e+11	-11.041075
1.98e+11	-11.045562
1.98e+11	-11.050048
1.99e+11	-11.054533
1.99e+11	-11.059015
1.99e+11	-11.063496
1.99e+11	-11.067975
1.99e+11	-11.072452
1.99e+11	-11.076928
1.99e+11	-11.081401
1.99e+11	-11.085873
1.99e+11	-11.090343
2.00e+11	-11.094812
2.00e+11	-11.099279
2.00e+11	-11.103743
2.00e+11	-11.108207
2.00e+11	-11.112668
