# Frequency (Hz)	EO Bandwidth (dB)
1.07e+11	-8.199498
1.08e+11	-8.207001
1.08e+11	-8.214499
1.08e+11	-8.221993
1.08e+11	-8.229483
1.08e+11	-8.236968
1.08e+11	-8.244449
1.08e+11	-8.251926
1.08e+11	-8.259399
1.08e+11	-8.266867
1.08e+11	-8.274331
1.08e+11	-8.281791
1.09e+11	-8.289247
1.09e+11	-8.296698
1.09e+11	-8.304145
1.09e+11	-8.311588
1.09e+11	-8.319027
1.09e+11	-8.326461
1.09e+11	-8.333892
1.09e+11	-8.341317
1.09e+11	-8.348739
1.10e+11	-8.356157
1.10e+11	-8.363570
1.10e+11	-8.370979
1.10e+11	-8.378384
1.10e+11	-8.385784
1.10e+11	-8.393181
1.10e+11	-8.400573
1.10e+11	-8.407961
1.10e+11	-8.415345
1.10e+11	-8.422724
1.10e+11	-8.430100
1.11e+11	-8.437471
1.11e+11	-8.444838
1.11e+11	-8.452201
1.11e+11	-8.459559
1.11e+11	-8.466913
1.11e+11	-8.474264
1.11e+11	-8.481610
1.11e+11	-8.488952
1.11e+11	-8.496289
1.12e+11	-8.503623
1.12e+11	-8.510952
1.12e+11	-8.518277
1.12e+11	-8.525598
1.12e+11	-8.532915
1.12e+11	-8.540227
1.12e+11	-8.547536
1.12e+11	-8.554840
1.12e+11	-8.562140
1.12e+11	-8.569436
1.12e+11	-8.576728
1.13e+11	-8.584016
1.13e+11	-8.591299
1.13e+11	-8.598579
1.13e+11	-8.605854
1.13e+11	-8.613125
1.13e+11	-8.620392
1.13e+11	-8.627655
1.13e+11	-8.634914
1.13e+11	-8.642168
1.14e+11	-8.649419
1.14e+11	-8.656665
1.14e+11	-8.663907
1.14e+11	-8.671145
1.14e+11	-8.678379
1.14e+11	-8.685609
1.14e+11	-8.692835
1.14e+11	-8.700057
1.14e+11	-8.707274
1.14e+11	-8.714488
1.14e+11	-8.721697
1.15e+11	-8.728903
1.15e+11	-8.736104
1.15e+11	-8.743301
1.15e+11	-8.750494
1.15e+11	-8.757683
1.15e+11	-8.764868
1.15e+11	-8.772048
1.15e+11	-8.779225
1.15e+11	-8.786398
1.16e+11	-8.793566
1.16e+11	-8.800731
1.16e+11	-8.807891
1.16e+11	-8.815048
1.16e+11	-8.822200
1.16e+11	-8.829348
1.16e+11	-8.836492
1.16e+11	-8.843633
1.16e+11	-8.850769
1.16e+11	-8.857901
1.16e+11	-8.865029
1.17e+11	-8.872153
1.17e+11	-8.879273
1.17e+11	-8.886389
1.17e+11	-8.893500
1.17e+11	-8.900608
1.17e+11	-8.907712
1.17e+11	-8.914812
1.17e+11	-8.921908
1.17e+11	-8.928999
1.18e+11	-8.936087
1.18e+11	-8.943171
1.18e+11	-8.950251
1.18e+11	-8.957326
1.18e+11	-8.964398
1.18e+11	-8.971466
1.18e+11	-8.978530
1.18e+11	-8.985589
1.18e+11	-8.992645
1.18e+11	-8.999697
1.18e+11	-9.006744
1.19e+11	-9.013788
1.19e+11	-9.020828
1.19e+11	-9.027864
1.19e+11	-9.034896
1.19e+11	-9.041924
1.19e+11	-9.048948
1.19e+11	-9.055967
1.19e+11	-9.062983
1.19e+11	-9.069995
1.20e+11	-9.077004
1.20e+11	-9.084008
1.20e+11	-9.091008
1.20e+11	-9.098004
1.20e+11	-9.104996
1.20e+11	-9.111985
1.20e+11	-9.118969
1.20e+11	-9.125949
1.20e+11	-9.132926
1.20e+11	-9.139899
1.20e+11	-9.146867
1.21e+11	-9.153832
1.21e+11	-9.160793
1.21e+11	-9.167750
1.21e+11	-9.174703
1.21e+11	-9.181652
1.21e+11	-9.188597
1.21e+11	-9.195538
1.21e+11	-9.202475
1.21e+11	-9.209409
1.22e+11	-9.216338
1.22e+11	-9.223264
1.22e+11	-9.230186
1.22e+11	-9.237103
1.22e+11	-9.244017
1.22e+11	-9.250927
1.22e+11	-9.257834
1.22e+11	-9.264736
1.22e+11	-9.271634
1.22e+11	-9.278529
1.22e+11	-9.285420
1.23e+11	-9.292307
1.23e+11	-9.299189
1.23e+11	-9.306069
1.23e+11	-9.312944
1.23e+11	-9.319815
1.23e+11	-9.326683
1.23e+11	-9.333546
1.23e+11	-9.340406
1.23e+11	-9.347262
1.24e+11	-9.354114
1.24e+11	-9.360963
1.24e+11	-9.367807
1.24e+11	-9.374648
1.24e+11	-9.381485
1.24e+11	-9.388318
1.24e+11	-9.395147
1.24e+11	-9.401972
1.24e+11	-9.408794
1.24e+11	-9.415611
1.24e+11	-9.422425
1.25e+11	-9.429235
1.25e+11	-9.436042
1.25e+11	-9.442844
1.25e+11	-9.449643
1.25e+11	-9.456438
1.25e+11	-9.463229
1.25e+11	-9.470016
1.25e+11	-9.476799
1.25e+11	-9.483579
1.26e+11	-9.490355
1.26e+11	-9.497127
1.26e+11	-9.503896
1.26e+11	-9.510660
1.26e+11	-9.517421
1.26e+11	-9.524178
1.26e+11	-9.530931
1.26e+11	-9.537681
1.26e+11	-9.544427
1.26e+11	-9.551169
1.26e+11	-9.557907
1.27e+11	-9.564642
1.27e+11	-9.571372
1.27e+11	-9.578099
1.27e+11	-9.584823
1.27e+11	-9.591542
1.27e+11	-9.598258
1.27e+11	-9.604970
1.27e+11	-9.611678
1.27e+11	-9.618383
1.28e+11	-9.625084
1.28e+11	-9.631781
1.28e+11	-9.638475
1.28e+11	-9.645164
1.28e+11	-9.651850
1.28e+11	-9.658533
1.28e+11	-9.665211
1.28e+11	-9.671886
1.28e+11	-9.678557
1.28e+11	-9.685225
1.28e+11	-9.691889
1.29e+11	-9.698549
1.29e+11	-9.705205
1.29e+11	-9.711858
1.29e+11	-9.718507
1.29e+11	-9.725152
1.29e+11	-9.731794
1.29e+11	-9.738432
1.29e+11	-9.745067
1.29e+11	-9.751697
1.30e+11	-9.758324
1.30e+11	-9.764948
1.30e+11	-9.771567
1.30e+11	-9.778183
1.30e+11	-9.784796
1.30e+11	-9.791405
1.30e+11	-9.798010
1.30e+11	-9.804611
1.30e+11	-9.811209
1.30e+11	-9.817803
1.30e+11	-9.824394
1.31e+11	-9.830980
1.31e+11	-9.837564
1.31e+11	-9.844143
1.31e+11	-9.850719
1.31e+11	-9.857292
1.31e+11	-9.863861
1.31e+11	-9.870426
1.31e+11	-9.876987
1.31e+11	-9.883545
1.32e+11	-9.890100
1.32e+11	-9.896650
1.32e+11	-9.903197
1.32e+11	-9.909741
1.32e+11	-9.916281
1.32e+11	-9.922817
1.32e+11	-9.929350
1.32e+11	-9.935879
1.32e+11	-9.942405
1.32e+11	-9.948927
1.32e+11	-9.955445
1.33e+11	-9.961960
1.33e+11	-9.968471
1.33e+11	-9.974979
1.33e+11	-9.981483
1.33e+11	-9.987984
1.33e+11	-9.994481
1.33e+11	-10.000974
1.33e+11	-10.007464
1.33e+11	-10.013950
1.34e+11	-10.020433
1.34e+11	-10.026912
1.34e+11	-10.033388
1.34e+11	-10.039860
1.34e+11	-10.046329
1.34e+11	-10.052794
1.34e+11	-10.059255
1.34e+11	-10.065714
1.34e+11	-10.072168
1.34e+11	-10.078619
1.34e+11	-10.085066
1.35e+11	-10.091510
1.35e+11	-10.097951
1.35e+11	-10.104388
1.35e+11	-10.110821
1.35e+11	-10.117251
1.35e+11	-10.123678
1.35e+11	-10.130100
1.35e+11	-10.136520
1.35e+11	-10.142936
1.36e+11	-10.149348
1.36e+11	-10.155757
1.36e+11	-10.162163
1.36e+11	-10.168565
1.36e+11	-10.174963
1.36e+11	-10.181358
1.36e+11	-10.187750
1.36e+11	-10.194138
1.36e+11	-10.200522
1.36e+11	-10.206903
1.36e+11	-10.213281
1.37e+11	-10.219655
1.37e+11	-10.226026
1.37e+11	-10.232393
1.37e+11	-10.238757
1.37e+11	-10.245118
1.37e+11	-10.251475
1.37e+11	-10.257828
1.37e+11	-10.264178
1.37e+11	-10.270525
1.38e+11	-10.276868
1.38e+11	-10.283208
1.38e+11	-10.289544
1.38e+11	-10.295877
1.38e+11	-10.302207
1.38e+11	-10.308533
1.38e+11	-10.314855
1.38e+11	-10.321175
1.38e+11	-10.327490
1.38e+11	-10.333803
1.38e+11	-10.340112
1.39e+11	-10.346417
1.39e+11	-10.352720
1.39e+11	-10.359019
1.39e+11	-10.365314
1.39e+11	-10.371606
1.39e+11	-10.377895
1.39e+11	-10.384180
1.39e+11	-10.390462
1.39e+11	-10.396740
1.40e+11	-10.403015
1.40e+11	-10.409287
1.40e+11	-10.415556
1.40e+11	-10.421821
1.40e+11	-10.428082
1.40e+11	-10.434341
1.40e+11	-10.440595
1.40e+11	-10.446847
1.40e+11	-10.453095
1.40e+11	-10.459340
1.40e+11	-10.465582
1.41e+11	-10.471820
1.41e+11	-10.478055
1.41e+11	-10.484286
1.41e+11	-10.490514
1.41e+11	-10.496739
1.41e+11	-10.502961
1.41e+11	-10.509179
1.41e+11	-10.515394
1.41e+11	-10.521605
1.42e+11	-10.527813
1.42e+11	-10.534018
1.42e+11	-10.540220
1.42e+11	-10.546418
1.42e+11	-10.552613
1.42e+11	-10.558804
1.42e+11	-10.564993
1.42e+11	-10.571178
1.42e+11	-10.577359
1.42e+11	-10.583538
1.42e+11	-10.589713
1.43e+11	-10.595885
1.43e+11	-10.602053
1.43e+11	-10.608219
1.43e+11	-10.614381
1.43e+11	-10.620539
1.43e+11	-10.626695
1.43e+11	-10.632847
1.43e+11	-10.638996
1.43e+11	-10.645141
1.44e+11	-10.651284
1.44e+11	-10.657423
1.44e+11	-10.663559
1.44e+11	-10.669691
1.44e+11	-10.675821
1.44e+11	-10.681947
1.44e+11	-10.688069
1.44e+11	-10.694189
1.44e+11	-10.700305
1.44e+11	-10.706418
1.44e+11	-10.712528
1.45e+11	-10.718635
1.45e+11	-10.724738
1.45e+11	-10.730838
1.45e+11	-10.736935
1.45e+11	-10.743029
1.45e+11	-10.749120
1.45e+11	-10.755207
1.45e+11	-10.761291
1.45e+11	-10.767372
1.46e+11	-10.773449
1.46e+11	-10.779524
1.46e+11	-10.785595
1.46e+11	-10.791663
1.46e+11	-10.797728
1.46e+11	-10.803789
1.46e+11	-10.809848
1.46e+11	-10.815903
1.46e+11	-10.821955
1.46e+11	-10.828004
1.46e+11	-10.834050
1.47e+11	-10.840092
1.47e+11	-10.846131
1.47e+11	-10.852168
1.47e+11	-10.858200
1.47e+11	-10.864230
1.47e+11	-10.870257
1.47e+11	-10.876280
1.47e+11	-10.882301
1.47e+11	-10.888318
1.48e+11	-10.894332
1.48e+11	-10.900343
1.48e+11	-10.906350
1.48e+11	-10.912355
1.48e+11	-10.918356
1.48e+11	-10.924354
1.48e+11	-10.930350
1.48e+11	-10.936342
1.48e+11	-10.942330
1.48e+11	-10.948316
1.48e+11	-10.954299
1.49e+11	-10.960278
1.49e+11	-10.966254
1.49e+11	-10.972228
1.49e+11	-10.978198
1.49e+11	-10.984165
1.49e+11	-10.990129
1.49e+11	-10.996089
1.49e+11	-11.002047
1.49e+11	-11.008001
1.50e+11	-11.013953
1.50e+11	-11.019901
1.50e+11	-11.025846
1.50e+11	-11.031788
1.50e+11	-11.037728
1.50e+11	-11.043663
1.50e+11	-11.049596
1.50e+11	-11.055526
1.50e+11	-11.061453
1.50e+11	-11.067376
1.50e+11	-11.073297
1.51e+11	-11.079214
1.51e+11	-11.085129
1.51e+11	-11.091040
1.51e+11	-11.096948
1.51e+11	-11.102854
1.51e+11	-11.108756
1.51e+11	-11.114655
1.51e+11	-11.120551
1.51e+11	-11.126444
1.52e+11	-11.132334
1.52e+11	-11.138221
1.52e+11	-11.144104
1.52e+11	-11.149985
1.52e+11	-11.155863
1.52e+11	-11.161738
1.52e+11	-11.167609
1.52e+11	-11.173478
1.52e+11	-11.179343
1.52e+11	-11.185206
1.52e+11	-11.191066
1.53e+11	-11.196922
1.53e+11	-11.202776
1.53e+11	-11.208626
1.53e+11	-11.214474
1.53e+11	-11.220318
1.53e+11	-11.226160
1.53e+11	-11.231998
1.53e+11	-11.237833
1.53e+11	-11.243666
1.54e+11	-11.249495
1.54e+11	-11.255322
1.54e+11	-11.261145
1.54e+11	-11.266966
1.54e+11	-11.272783
1.54e+11	-11.278598
1.54e+11	-11.284409
1.54e+11	-11.290218
1.54e+11	-11.296023
1.54e+11	-11.301826
1.54e+11	-11.307625
1.55e+11	-11.313422
1.55e+11	-11.319216
1.55e+11	-11.325006
1.55e+11	-11.330794
1.55e+11	-11.336579
1.55e+11	-11.342361
1.55e+11	-11.348140
1.55e+11	-11.353915
1.55e+11	-11.359688
1.56e+11	-11.365458
1.56e+11	-11.371226
1.56e+11	-11.376990
1.56e+11	-11.382751
1.56e+11	-11.388509
1.56e+11	-11.394264
1.56e+11	-11.400017
1.56e+11	-11.405766
1.56e+11	-11.411513
1.56e+11	-11.417256
1.56e+11	-11.422997
1.57e+11	-11.428735
1.57e+11	-11.434469
1.57e+11	-11.440201
1.57e+11	-11.445930
1.57e+11	-11.451656
1.57e+11	-11.457380
1.57e+11	-11.463100
1.57e+11	-11.468817
1.57e+11	-11.474532
1.58e+11	-11.480243
1.58e+11	-11.485952
1.58e+11	-11.491658
1.58e+11	-11.497361
1.58e+11	-11.503061
1.58e+11	-11.508758
1.58e+11	-11.514452
1.58e+11	-11.520143
1.58e+11	-11.525832
1.58e+11	-11.531517
1.58e+11	-11.537200
1.59e+11	-11.542880
1.59e+11	-11.548557
1.59e+11	-11.554231
1.59e+11	-11.559902
1.59e+11	-11.565571
1.59e+11	-11.571236
1.59e+11	-11.576899
1.59e+11	-11.582559
1.59e+11	-11.588216
1.60e+11	-11.593870
1.60e+11	-11.599521
1.60e+11	-11.605170
1.60e+11	-11.610815
1.60e+11	-11.616458
1.60e+11	-11.622098
1.60e+11	-11.627735
1.60e+11	-11.633369
1.60e+11	-11.639001
1.60e+11	-11.644629
1.60e+11	-11.650255
1.61e+11	-11.655878
1.61e+11	-11.661498
1.61e+11	-11.667115
1.61e+11	-11.672730
1.61e+11	-11.678342
1.61e+11	-11.683950
1.61e+11	-11.689556
1.61e+11	-11.695160
1.61e+11	-11.700760
1.62e+11	-11.706358
1.62e+11	-11.711953
1.62e+11	-11.717545
1.62e+11	-11.723134
1.62e+11	-11.728721
1.62e+11	-11.734304
1.62e+11	-11.739885
1.62e+11	-11.745463
1.62e+11	-11.751039
1.62e+11	-11.756611
1.62e+11	-11.762181
1.63e+11	-11.767748
1.63e+11	-11.773312
1.63e+11	-11.778874
1.63e+11	-11.784432
1.63e+11	-11.789988
1.63e+11	-11.795541
1.63e+11	-11.801092
1.63e+11	-11.806639
1.63e+11	-11.812184
1.64e+11	-11.817726
1.64e+11	-11.823266
1.64e+11	-11.828802
1.64e+11	-11.834336
1.64e+11	-11.839867
1.64e+11	-11.845396
1.64e+11	-11.850921
1.64e+11	-11.856444
1.64e+11	-11.861965
1.64e+11	-11.867482
1.64e+11	-11.872997
1.65e+11	-11.878509
1.65e+11	-11.884018
1.65e+11	-11.889525
1.65e+11	-11.895028
1.65e+11	-11.900530
1.65e+11	-11.906028
1.65e+11	-11.911524
1.65e+11	-11.917017
1.65e+11	-11.922507
1.66e+11	-11.927994
1.66e+11	-11.933479
1.66e+11	-11.938961
1.66e+11	-11.944441
1.66e+11	-11.949918
1.66e+11	-11.955392
1.66e+11	-11.960863
1.66e+11	-11.966332
1.66e+11	-11.971798
1.66e+11	-11.977261
1.66e+11	-11.982722
1.67e+11	-11.988179
1.67e+11	-11.993635
1.67e+11	-11.999087
1.67e+11	-12.004537
1.67e+11	-12.009984
1.67e+11	-12.015429
1.67e+11	-12.020871
1.67e+11	-12.026310
1.67e+11	-12.031747
1.68e+11	-12.037181
1.68e+11	-12.042612
1.68e+11	-12.048040
1.68e+11	-12.053466
1.68e+11	-12.058890
1.68e+11	-12.064310
1.68e+11	-12.069728
1.68e+11	-12.075143
1.68e+11	-12.080556
1.68e+11	-12.085966
1.68e+11	-12.091374
1.69e+11	-12.096778
1.69e+11	-12.102180
1.69e+11	-12.107580
1.69e+11	-12.112977
1.69e+11	-12.118371
1.69e+11	-12.123763
1.69e+11	-12.129152
1.69e+11	-12.134538
1.69e+11	-12.139922
1.70e+11	-12.145303
1.70e+11	-12.150681
1.70e+11	-12.156057
1.70e+11	-12.161431
1.70e+11	-12.166801
1.70e+11	-12.172169
1.70e+11	-12.177535
1.70e+11	-12.182898
1.70e+11	-12.188258
1.70e+11	-12.193616
1.70e+11	-12.198971
1.71e+11	-12.204323
1.71e+11	-12.209673
1.71e+11	-12.215021
1.71e+11	-12.220365
1.71e+11	-12.225707
1.71e+11	-12.231047
1.71e+11	-12.236384
1.71e+11	-12.241718
1.71e+11	-12.247050
1.72e+11	-12.252379
1.72e+11	-12.257706
1.72e+11	-12.263030
1.72e+11	-12.268352
1.72e+11	-12.273671
1.72e+11	-12.278987
1.72e+11	-12.284301
1.72e+11	-12.289612
1.72e+11	-12.294921
1.72e+11	-12.300227
1.72e+11	-12.305531
1.73e+11	-12.310832
1.73e+11	-12.316131
1.73e+11	-12.321427
1.73e+11	-12.326720
1.73e+11	-12.332011
1.73e+11	-12.337299
1.73e+11	-12.342585
1.73e+11	-12.347869
1.73e+11	-12.353149
1.74e+11	-12.358428
1.74e+11	-12.363703
1.74e+11	-12.368977
1.74e+11	-12.374247
1.74e+11	-12.379515
1.74e+11	-12.384781
1.74e+11	-12.390044
1.74e+11	-12.395305
1.74e+11	-12.400563
1.74e+11	-12.405818
1.74e+11	-12.411071
1.75e+11	-12.416322
1.75e+11	-12.421570
1.75e+11	-12.426816
1.75e+11	-12.432059
1.75e+11	-12.437299
1.75e+11	-12.442537
1.75e+11	-12.447773
1.75e+11	-12.453006
1.75e+11	-12.458237
1.76e+11	-12.463465
1.76e+11	-12.468690
1.76e+11	-12.473913
1.76e+11	-12.479134
1.76e+11	-12.484352
1.76e+11	-12.489568
1.76e+11	-12.494781
1.76e+11	-12.499992
1.76e+11	-12.505200
1.76e+11	-12.510406
1.76e+11	-12.515609
1.77e+11	-12.520810
1.77e+11	-12.526009
1.77e+11	-12.531204
1.77e+11	-12.536398
1.77e+11	-12.541589
1.77e+11	-12.546778
1.77e+11	-12.551964
1.77e+11	-12.557147
1.77e+11	-12.562329
1.78e+11	-12.567507
1.78e+11	-12.572684
1.78e+11	-12.577858
1.78e+11	-12.583029
1.78e+11	-12.588198
1.78e+11	-12.593365
1.78e+11	-12.598529
1.78e+11	-12.603690
1.78e+11	-12.608850
1.78e+11	-12.614007
1.78e+11	-12.619161
1.79e+11	-12.624313
1.79e+11	-12.629463
1.79e+11	-12.634610
1.79e+11	-12.639755
1.79e+11	-12.644897
1.79e+11	-12.650037
1.79e+11	-12.655174
1.79e+11	-12.660309
1.79e+11	-12.665442
1.80e+11	-12.670572
1.80e+11	-12.675700
1.80e+11	-12.680826
1.80e+11	-12.685949
1.80e+11	-12.691069
1.80e+11	-12.696188
1.80e+11	-12.701303
1.80e+11	-12.706417
1.80e+11	-12.711528
1.80e+11	-12.716637
1.80e+11	-12.721743
1.81e+11	-12.726847
1.81e+11	-12.731949
1.81e+11	-12.737048
1.81e+11	-12.742145
1.81e+11	-12.747239
1.81e+11	-12.752331
1.81e+11	-12.757421
1.81e+11	-12.762508
1.81e+11	-12.767593
1.82e+11	-12.772676
1.82e+11	-12.777756
1.82e+11	-12.782834
1.82e+11	-12.787909
1.82e+11	-12.792982
1.82e+11	-12.798053
1.82e+11	-12.803121
1.82e+11	-12.808187
1.82e+11	-12.813251
1.82e+11	-12.818312
1.82e+11	-12.823371
1.83e+11	-12.828428
1.83e+11	-12.833482
1.83e+11	-12.838534
1.83e+11	-12.843584
1.83e+11	-12.848631
1.83e+11	-12.853676
1.83e+11	-12.858719
1.83e+11	-12.863759
1.83e+11	-12.868797
1.84e+11	-12.873833
1.84e+11	-12.878866
1.84e+11	-12.883897
1.84e+11	-12.888926
1.84e+11	-12.893952
1.84e+11	-12.898976
1.84e+11	-12.903998
1.84e+11	-12.909018
1.84e+11	-12.914035
1.84e+11	-12.919049
1.84e+11	-12.924062
1.85e+11	-12.929072
1.85e+11	-12.934080
1.85e+11	-12.939085
1.85e+11	-12.944089
1.85e+11	-12.949090
1.85e+11	-12.954088
1.85e+11	-12.959085
1.85e+11	-12.964079
1.85e+11	-12.969071
1.86e+11	-12.974060
1.86e+11	-12.979047
1.86e+11	-12.984032
1.86e+11	-12.989015
1.86e+11	-12.993995
1.86e+11	-12.998973
1.86e+11	-13.003949
1.86e+11	-13.008923
1.86e+11	-13.013894
1.86e+11	-13.018863
1.86e+11	-13.023830
1.87e+11	-13.028794
1.87e+11	-13.033756
1.87e+11	-13.038716
1.87e+11	-13.043674
1.87e+11	-13.048629
1.87e+11	-13.053582
1.87e+11	-13.058533
1.87e+11	-13.063482
1.87e+11	-13.068428
1.88e+11	-13.073372
1.88e+11	-13.078314
1.88e+11	-13.083254
1.88e+11	-13.088191
1.88e+11	-13.093126
1.88e+11	-13.098059
1.88e+11	-13.102990
1.88e+11	-13.107918
1.88e+11	-13.112844
1.88e+11	-13.117768
1.88e+11	-13.122690
1.89e+11	-13.127609
1.89e+11	-13.132526
1.89e+11	-13.137441
1.89e+11	-13.142354
1.89e+11	-13.147265
1.89e+11	-13.152173
1.89e+11	-13.157079
1.89e+11	-13.161983
1.89e+11	-13.166885
1.90e+11	-13.171784
1.90e+11	-13.176681
1.90e+11	-13.181576
1.90e+11	-13.186469
1.90e+11	-13.191360
1.90e+11	-13.196248
1.90e+11	-13.201134
1.90e+11	-13.206018
1.90e+11	-13.210900
1.90e+11	-13.215780
1.90e+11	-13.220657
1.91e+11	-13.225532
1.91e+11	-13.230405
1.91e+11	-13.235276
1.91e+11	-13.240145
1.91e+11	-13.245011
1.91e+11	-13.249875
1.91e+11	-13.254737
1.91e+11	-13.259597
1.91e+11	-13.264455
1.92e+11	-13.269311
1.92e+11	-13.274164
1.92e+11	-13.279015
1.92e+11	-13.283864
1.92e+11	-13.288711
1.92e+11	-13.293555
1.92e+11	-13.298398
1.92e+11	-13.303238
1.92e+11	-13.308076
1.92e+11	-13.312912
1.92e+11	-13.317746
1.93e+11	-13.322578
1.93e+11	-13.327407
1.93e+11	-13.332235
1.93e+11	-13.337060
1.93e+11	-13.341883
1.93e+11	-13.346704
1.93e+11	-13.351522
1.93e+11	-13.356339
1.93e+11	-13.361153
1.94e+11	-13.365966
1.94e+11	-13.370776
1.94e+11	-13.375584
1.94e+11	-13.380390
1.94e+11	-13.385193
1.94e+11	-13.389995
1.94e+11	-13.394794
1.94e+11	-13.399592
1.94e+11	-13.404387
1.94e+11	-13.409180
1.94e+11	-13.413971
1.95e+11	-13.418760
1.95e+11	-13.423546
1.95e+11	-13.428331
1.95e+11	-13.433113
1.95e+11	-13.437894
1.95e+11	-13.442672
1.95e+11	-13.447448
1.95e+11	-13.452222
1.95e+11	-13.456994
1.96e+11	-13.461763
1.96e+11	-13.466531
1.96e+11	-13.471297
1.96e+11	-13.476060
1.96e+11	-13.480821
1.96e+11	-13.485581
1.96e+11	-13.490338
1.96e+11	-13.495093
1.96e+11	-13.499846
1.96e+11	-13.504596
1.96e+11	-13.509345
1.97e+11	-13.514092
1.97e+11	-13.518836
1.97e+11	-13.523579
1.97e+11	-13.528319
1.97e+11	-13.533057
1.97e+11	-13.537794
1.97e+11	-13.542528
1.97e+11	-13.547260
1.97e+11	-13.551990
1.98e+11	-13.556718
1.98e+11	-13.561443
1.98e+11	-13.566167
1.98e+11	-13.570889
1.98e+11	-13.575608
1.98e+11	-13.580326
1.98e+11	-13.585041
1.98e+11	-13.589755
1.98e+11	-13.594466
1.98e+11	-13.599175
1.98e+11	-13.603883
1.99e+11	-13.608588
1.99e+11	-13.613291
1.99e+11	-13.617992
1.99e+11	-13.622691
1.99e+11	-13.627388
1.99e+11	-13.632083
1.99e+11	-13.636776
1.99e+11	-13.641466
1.99e+11	-13.646155
2.00e+11	-13.650842
2.00e+11	-13.655526
2.00e+11	-13.660209
2.00e+11	-13.664890
2.00e+11	-13.669568
