# Frequency (Hz)	EO Bandwidth (dB)
8.60e+09	-0.131453
8.70e+09	-0.134487
8.80e+09	-0.137554
8.90e+09	-0.140654
9.00e+09	-0.143788
9.10e+09	-0.146954
9.20e+09	-0.150153
9.30e+09	-0.153385
9.40e+09	-0.156650
9.50e+09	-0.159948
9.60e+09	-0.163278
9.70e+09	-0.166641
9.80e+09	-0.170037
9.90e+09	-0.173465
1.00e+10	-0.176925
1.01e+10	-0.180418
1.02e+10	-0.183943
1.03e+10	-0.187500
1.04e+10	-0.191090
1.05e+10	-0.194711
1.06e+10	-0.198365
1.07e+10	-0.202050
1.08e+10	-0.205767
1.09e+10	-0.209516
1.10e+10	-0.213297
1.11e+10	-0.217110
1.12e+10	-0.220954
1.13e+10	-0.224829
1.14e+10	-0.228736
1.15e+10	-0.232674
1.16e+10	-0.236643
1.17e+10	-0.240644
1.18e+10	-0.244676
1.19e+10	-0.248738
1.20e+10	-0.252832
1.21e+10	-0.256956
1.22e+10	-0.261112
1.23e+10	-0.265298
1.24e+10	-0.269514
1.25e+10	-0.273762
1.26e+10	-0.278039
1.27e+10	-0.282347
1.28e+10	-0.286686
1.29e+10	-0.291054
1.30e+10	-0.295453
1.31e+10	-0.299882
1.32e+10	-0.304340
1.33e+10	-0.308829
1.34e+10	-0.313347
1.35e+10	-0.317896
1.36e+10	-0.322473
1.37e+10	-0.327081
1.38e+10	-0.331717
1.39e+10	-0.336384
1.40e+10	-0.341079
1.41e+10	-0.345804
1.42e+10	-0.350558
1.43e+10	-0.355340
1.44e+10	-0.360152
1.45e+10	-0.364993
1.46e+10	-0.369862
1.47e+10	-0.374760
1.48e+10	-0.379687
1.49e+10	-0.384642
1.50e+10	-0.389626
1.51e+10	-0.394638
1.52e+10	-0.399678
1.53e+10	-0.404746
1.54e+10	-0.409842
1.55e+10	-0.414967
1.56e+10	-0.420119
1.57e+10	-0.425299
1.58e+10	-0.430506
1.59e+10	-0.435741
1.60e+10	-0.441004
1.61e+10	-0.446294
1.62e+10	-0.451612
1.63e+10	-0.456956
1.64e+10	-0.462328
1.65e+10	-0.467727
1.66e+10	-0.473153
1.67e+10	-0.478605
1.68e+10	-0.484085
1.69e+10	-0.489591
1.70e+10	-0.495124
1.71e+10	-0.500683
1.72e+10	-0.506268
1.73e+10	-0.511880
1.74e+10	-0.517518
1.75e+10	-0.523182
1.76e+10	-0.528872
1.77e+10	-0.534588
1.78e+10	-0.540329
1.79e+10	-0.546097
1.80e+10	-0.551890
1.81e+10	-0.557708
1.82e+10	-0.563552
1.83e+10	-0.569422
1.84e+10	-0.575316
1.85e+10	-0.581236
1.86e+10	-0.587180
1.87e+10	-0.593150
1.88e+10	-0.599144
1.89e+10	-0.605164
1.90e+10	-0.611207
1.91e+10	-0.617276
1.92e+10	-0.623368
1.93e+10	-0.629485
1.94e+10	-0.635627
1.95e+10	-0.641792
1.96e+10	-0.647982
1.97e+10	-0.654195
1.98e+10	-0.660433
1.99e+10	-0.666694
2.00e+10	-0.672979
2.01e+10	-0.679287
2.02e+10	-0.685619
2.03e+10	-0.691974
2.04e+10	-0.698352
2.05e+10	-0.704754
2.06e+10	-0.711178
2.07e+10	-0.717626
2.08e+10	-0.724096
2.09e+10	-0.730589
2.10e+10	-0.737105
2.11e+10	-0.743643
2.12e+10	-0.750204
2.13e+10	-0.756788
2.14e+10	-0.763393
2.15e+10	-0.770021
2.16e+10	-0.776670
2.17e+10	-0.783342
2.18e+10	-0.790035
2.19e+10	-0.796751
2.20e+10	-0.803488
2.21e+10	-0.810246
2.22e+10	-0.817026
2.23e+10	-0.823828
2.24e+10	-0.830650
2.25e+10	-0.837494
2.26e+10	-0.844359
2.27e+10	-0.851245
2.28e+10	-0.858151
2.29e+10	-0.865079
2.30e+10	-0.872027
2.31e+10	-0.878996
2.32e+10	-0.885985
2.33e+10	-0.892994
2.34e+10	-0.900024
2.35e+10	-0.907074
2.36e+10	-0.914144
2.37e+10	-0.921234
2.38e+10	-0.928344
2.39e+10	-0.935474
2.40e+10	-0.942623
2.41e+10	-0.949792
2.42e+10	-0.956980
2.43e+10	-0.964188
2.44e+10	-0.971415
2.45e+10	-0.978661
2.46e+10	-0.985927
2.47e+10	-0.993211
2.48e+10	-1.000514
2.49e+10	-1.007836
2.50e+10	-1.015177
2.51e+10	-1.022536
2.52e+10	-1.029914
2.53e+10	-1.037310
2.54e+10	-1.044725
2.55e+10	-1.052158
2.56e+10	-1.059608
2.57e+10	-1.067077
2.58e+10	-1.074564
2.59e+10	-1.082069
2.60e+10	-1.089591
2.61e+10	-1.097131
2.62e+10	-1.104688
2.63e+10	-1.112263
2.64e+10	-1.119855
2.65e+10	-1.127465
2.66e+10	-1.135091
2.67e+10	-1.142735
2.68e+10	-1.150395
2.69e+10	-1.158073
2.70e+10	-1.165767
2.71e+10	-1.173478
2.72e+10	-1.181205
2.73e+10	-1.188949
2.74e+10	-1.196709
2.75e+10	-1.204486
2.76e+10	-1.212279
2.77e+10	-1.220087
2.78e+10	-1.227912
2.79e+10	-1.235753
2.80e+10	-1.243609
2.81e+10	-1.251482
2.82e+10	-1.259370
2.83e+10	-1.267273
2.84e+10	-1.275192
2.85e+10	-1.283126
2.86e+10	-1.291075
2.87e+10	-1.299040
2.88e+10	-1.307020
2.89e+10	-1.315014
2.90e+10	-1.323024
2.91e+10	-1.331048
2.92e+10	-1.339087
2.93e+10	-1.347141
2.94e+10	-1.355209
2.95e+10	-1.363291
2.96e+10	-1.371388
2.97e+10	-1.379499
2.98e+10	-1.387625
2.99e+10	-1.395764
3.00e+10	-1.403917
3.01e+10	-1.412085
3.02e+10	-1.420266
3.03e+10	-1.428460
3.04e+10	-1.436669
3.05e+10	-1.444890
3.06e+10	-1.453126
3.07e+10	-1.461374
3.08e+10	-1.469636
3.09e+10	-1.477911
3.10e+10	-1.486199
3.11e+10	-1.494500
3.12e+10	-1.502815
3.13e+10	-1.511141
3.14e+10	-1.519481
3.15e+10	-1.527833
3.16e+10	-1.536198
3.17e+10	-1.544575
3.18e+10	-1.552965
3.19e+10	-1.561367
3.20e+10	-1.569781
3.21e+10	-1.578208
3.22e+10	-1.586646
3.23e+10	-1.595096
3.24e+10	-1.603559
3.25e+10	-1.612033
3.26e+10	-1.620518
3.27e+10	-1.629016
3.28e+10	-1.637525
3.29e+10	-1.646045
3.30e+10	-1.654577
3.31e+10	-1.663120
3.32e+10	-1.671674
3.33e+10	-1.680239
3.34e+10	-1.688816
3.35e+10	-1.697403
3.36e+10	-1.706001
3.37e+10	-1.714610
3.38e+10	-1.723230
3.39e+10	-1.731861
3.40e+10	-1.740502
3.41e+10	-1.749153
3.42e+10	-1.757815
3.43e+10	-1.766487
3.44e+10	-1.775169
3.45e+10	-1.783862
3.46e+10	-1.792565
3.47e+10	-1.801277
3.48e+10	-1.810000
3.49e+10	-1.818732
3.50e+10	-1.827475
3.51e+10	-1.836226
3.52e+10	-1.844988
3.53e+10	-1.853759
3.54e+10	-1.862539
3.55e+10	-1.871329
3.56e+10	-1.880128
3.57e+10	-1.888937
3.58e+10	-1.897754
3.59e+10	-1.906581
3.60e+10	-1.915417
3.61e+10	-1.924261
3.62e+10	-1.933115
3.63e+10	-1.941977
3.64e+10	-1.950848
3.65e+10	-1.959727
3.66e+10	-1.968615
3.67e+10	-1.977512
3.68e+10	-1.986417
3.69e+10	-1.995330
3.70e+10	-2.004252
3.71e+10	-2.013181
3.72e+10	-2.022119
3.73e+10	-2.031065
3.74e+10	-2.040019
3.75e+10	-2.048981
3.76e+10	-2.057951
3.77e+10	-2.066928
3.78e+10	-2.075913
3.79e+10	-2.084906
3.80e+10	-2.093906
3.81e+10	-2.102914
3.82e+10	-2.111929
3.83e+10	-2.120951
3.84e+10	-2.129981
3.85e+10	-2.139018
3.86e+10	-2.148062
3.87e+10	-2.157113
3.88e+10	-2.166171
3.89e+10	-2.175236
3.90e+10	-2.184308
3.91e+10	-2.193387
3.92e+10	-2.202473
3.93e+10	-2.211565
3.94e+10	-2.220664
3.95e+10	-2.229769
3.96e+10	-2.238881
3.97e+10	-2.247999
3.98e+10	-2.257123
3.99e+10	-2.266254
4.00e+10	-2.275391
4.01e+10	-2.284534
4.02e+10	-2.293683
4.03e+10	-2.302838
4.04e+10	-2.312000
4.05e+10	-2.321167
4.06e+10	-2.330339
4.07e+10	-2.339518
4.08e+10	-2.348702
4.09e+10	-2.357892
4.10e+10	-2.367088
4.11e+10	-2.376289
4.12e+10	-2.385495
4.13e+10	-2.394707
4.14e+10	-2.403924
4.15e+10	-2.413147
4.16e+10	-2.422375
4.17e+10	-2.431608
4.18e+10	-2.440845
4.19e+10	-2.450088
4.20e+10	-2.459336
4.21e+10	-2.468589
4.22e+10	-2.477847
4.23e+10	-2.487109
4.24e+10	-2.496377
4.25e+10	-2.505648
4.26e+10	-2.514925
4.27e+10	-2.524206
4.28e+10	-2.533492
4.29e+10	-2.542782
4.30e+10	-2.552076
4.31e+10	-2.561375
4.32e+10	-2.570678
4.33e+10	-2.579985
4.34e+10	-2.589297
4.35e+10	-2.598612
4.36e+10	-2.607932
4.37e+10	-2.617255
4.38e+10	-2.626583
4.39e+10	-2.635914
4.40e+10	-2.645249
4.41e+10	-2.654589
4.42e+10	-2.663931
4.43e+10	-2.673278
4.44e+10	-2.682628
4.45e+10	-2.691982
4.46e+10	-2.701339
4.47e+10	-2.710699
4.48e+10	-2.720063
4.49e+10	-2.729431
4.50e+10	-2.738802
4.51e+10	-2.748176
4.52e+10	-2.757553
4.53e+10	-2.766933
4.54e+10	-2.776317
4.55e+10	-2.785703
4.56e+10	-2.795093
4.57e+10	-2.804485
4.58e+10	-2.813880
4.59e+10	-2.823279
4.60e+10	-2.832680
4.61e+10	-2.842084
4.62e+10	-2.851490
4.63e+10	-2.860899
4.64e+10	-2.870311
4.65e+10	-2.879725
4.66e+10	-2.889142
4.67e+10	-2.898562
4.68e+10	-2.907983
4.69e+10	-2.917408
4.70e+10	-2.926834
4.71e+10	-2.936263
4.72e+10	-2.945694
4.73e+10	-2.955127
4.74e+10	-2.964562
4.75e+10	-2.974000
4.76e+10	-2.983439
4.77e+10	-2.992881
4.78e+10	-3.002324
4.79e+10	-3.011770
4.80e+10	-3.021217
4.81e+10	-3.030666
4.82e+10	-3.040117
4.83e+10	-3.049569
4.84e+10	-3.059024
4.85e+10	-3.068480
4.86e+10	-3.077937
4.87e+10	-3.087396
4.88e+10	-3.096857
4.89e+10	-3.106319
4.90e+10	-3.115783
4.91e+10	-3.125248
4.92e+10	-3.134714
4.93e+10	-3.144182
4.94e+10	-3.153651
4.95e+10	-3.163121
4.96e+10	-3.172592
4.97e+10	-3.182065
4.98e+10	-3.191539
4.99e+10	-3.201013
5.00e+10	-3.210489
5.01e+10	-3.219966
5.02e+10	-3.229443
5.03e+10	-3.238922
5.04e+10	-3.248401
5.05e+10	-3.257882
5.06e+10	-3.267363
5.07e+10	-3.276845
5.08e+10	-3.286327
5.09e+10	-3.295811
5.10e+10	-3.305295
5.11e+10	-3.314779
5.12e+10	-3.324264
5.13e+10	-3.333750
5.14e+10	-3.343236
5.15e+10	-3.352723
5.16e+10	-3.362210
5.17e+10	-3.371697
5.18e+10	-3.381185
5.19e+10	-3.390673
5.20e+10	-3.400161
5.21e+10	-3.409650
5.22e+10	-3.419138
5.23e+10	-3.428627
5.24e+10	-3.438116
5.25e+10	-3.447606
5.26e+10	-3.457095
5.27e+10	-3.466584
5.28e+10	-3.476073
5.29e+10	-3.485563
5.30e+10	-3.495052
5.31e+10	-3.504541
5.32e+10	-3.514030
5.33e+10	-3.523518
5.34e+10	-3.533007
5.35e+10	-3.542495
5.36e+10	-3.551983
5.37e+10	-3.561471
5.38e+10	-3.570958
5.39e+10	-3.580445
5.40e+10	-3.589932
5.41e+10	-3.599418
5.42e+10	-3.608904
5.43e+10	-3.618389
5.44e+10	-3.627874
5.45e+10	-3.637358
5.46e+10	-3.646842
5.47e+10	-3.656325
5.48e+10	-3.665807
5.49e+10	-3.675289
5.50e+10	-3.684770
5.51e+10	-3.694250
5.52e+10	-3.703729
5.53e+10	-3.713208
5.54e+10	-3.722686
5.55e+10	-3.732162
5.56e+10	-3.741638
5.57e+10	-3.751114
5.58e+10	-3.760588
5.59e+10	-3.770061
5.60e+10	-3.779533
5.61e+10	-3.789004
5.62e+10	-3.798475
5.63e+10	-3.807944
5.64e+10	-3.817412
5.65e+10	-3.826878
5.66e+10	-3.836344
5.67e+10	-3.845808
5.68e+10	-3.855272
5.69e+10	-3.864734
5.70e+10	-3.874194
5.71e+10	-3.883654
5.72e+10	-3.893112
5.73e+10	-3.902568
5.74e+10	-3.912024
5.75e+10	-3.921478
5.76e+10	-3.930930
5.77e+10	-3.940381
5.78e+10	-3.949831
5.79e+10	-3.959279
5.80e+10	-3.968725
5.81e+10	-3.978170
5.82e+10	-3.987613
5.83e+10	-3.997055
5.84e+10	-4.006495
5.85e+10	-4.015934
5.86e+10	-4.025370
5.87e+10	-4.034806
5.88e+10	-4.044239
5.89e+10	-4.053670
5.90e+10	-4.063100
5.91e+10	-4.072528
5.92e+10	-4.081954
5.93e+10	-4.091379
5.94e+10	-4.100801
5.95e+10	-4.110222
5.96e+10	-4.119641
5.97e+10	-4.129057
5.98e+10	-4.138472
5.99e+10	-4.147885
6.00e+10	-4.157296
6.01e+10	-4.166704
6.02e+10	-4.176111
6.03e+10	-4.185516
6.04e+10	-4.194918
6.05e+10	-4.204319
6.06e+10	-4.213717
6.07e+10	-4.223113
6.08e+10	-4.232507
6.09e+10	-4.241899
6.10e+10	-4.251288
6.11e+10	-4.260676
6.12e+10	-4.270061
6.13e+10	-4.279444
6.14e+10	-4.288824
6.15e+10	-4.298202
6.16e+10	-4.307578
6.17e+10	-4.316952
6.18e+10	-4.326323
6.19e+10	-4.335691
6.20e+10	-4.345058
6.21e+10	-4.354422
6.22e+10	-4.363783
6.23e+10	-4.373142
6.24e+10	-4.382498
6.25e+10	-4.391852
6.26e+10	-4.401204
6.27e+10	-4.410552
6.28e+10	-4.419899
6.29e+10	-4.429242
6.30e+10	-4.438583
6.31e+10	-4.447922
6.32e+10	-4.457258
6.33e+10	-4.466591
6.34e+10	-4.475921
6.35e+10	-4.485249
6.36e+10	-4.494574
6.37e+10	-4.503897
6.38e+10	-4.513216
6.39e+10	-4.522533
6.40e+10	-4.531847
6.41e+10	-4.541158
6.42e+10	-4.550467
6.43e+10	-4.559773
6.44e+10	-4.569075
6.45e+10	-4.578375
6.46e+10	-4.587672
6.47e+10	-4.596967
6.48e+10	-4.606258
6.49e+10	-4.615546
6.50e+10	-4.624832
6.51e+10	-4.634114
6.52e+10	-4.643393
6.53e+10	-4.652670
6.54e+10	-4.661943
6.55e+10	-4.671214
6.56e+10	-4.680481
6.57e+10	-4.689746
6.58e+10	-4.699007
6.59e+10	-4.708265
6.60e+10	-4.717520
6.61e+10	-4.726773
6.62e+10	-4.736021
6.63e+10	-4.745267
6.64e+10	-4.754510
6.65e+10	-4.763749
6.66e+10	-4.772986
6.67e+10	-4.782219
6.68e+10	-4.791449
6.69e+10	-4.800676
6.70e+10	-4.809899
6.71e+10	-4.819119
6.72e+10	-4.828336
6.73e+10	-4.837550
6.74e+10	-4.846760
6.75e+10	-4.855967
6.76e+10	-4.865171
6.77e+10	-4.874372
6.78e+10	-4.883569
6.79e+10	-4.892763
6.80e+10	-4.901953
6.81e+10	-4.911140
6.82e+10	-4.920324
6.83e+10	-4.929504
6.84e+10	-4.938681
6.85e+10	-4.947854
6.86e+10	-4.957025
6.87e+10	-4.966191
6.88e+10	-4.975354
6.89e+10	-4.984514
6.90e+10	-4.993670
6.91e+10	-5.002823
6.92e+10	-5.011972
6.93e+10	-5.021117
6.94e+10	-5.030260
6.95e+10	-5.039398
6.96e+10	-5.048533
6.97e+10	-5.057665
6.98e+10	-5.066793
6.99e+10	-5.075917
7.00e+10	-5.085038
7.01e+10	-5.094155
7.02e+10	-5.103268
7.03e+10	-5.112378
7.04e+10	-5.121484
7.05e+10	-5.130587
7.06e+10	-5.139686
7.07e+10	-5.148781
7.08e+10	-5.157873
7.09e+10	-5.166961
7.10e+10	-5.176045
7.11e+10	-5.185125
7.12e+10	-5.194202
7.13e+10	-5.203275
7.14e+10	-5.212345
7.15e+10	-5.221410
7.16e+10	-5.230472
7.17e+10	-5.239530
7.18e+10	-5.248584
7.19e+10	-5.257635
7.20e+10	-5.266682
7.21e+10	-5.275725
7.22e+10	-5.284764
7.23e+10	-5.293799
7.24e+10	-5.302830
7.25e+10	-5.311858
7.26e+10	-5.320882
7.27e+10	-5.329902
7.28e+10	-5.338918
7.29e+10	-5.347930
7.30e+10	-5.356938
7.31e+10	-5.365943
7.32e+10	-5.374943
7.33e+10	-5.383940
7.34e+10	-5.392933
7.35e+10	-5.401922
7.36e+10	-5.410907
7.37e+10	-5.419888
7.38e+10	-5.428865
7.39e+10	-5.437838
7.40e+10	-5.446807
7.41e+10	-5.455772
7.42e+10	-5.464733
7.43e+10	-5.473690
7.44e+10	-5.482644
7.45e+10	-5.491593
7.46e+10	-5.500538
7.47e+10	-5.509479
7.48e+10	-5.518417
7.49e+10	-5.527350
7.50e+10	-5.536279
7.51e+10	-5.545204
7.52e+10	-5.554125
7.53e+10	-5.563042
7.54e+10	-5.571955
7.55e+10	-5.580864
7.56e+10	-5.589769
7.57e+10	-5.598670
7.58e+10	-5.607566
7.59e+10	-5.616459
7.60e+10	-5.625347
7.61e+10	-5.634232
7.62e+10	-5.643112
7.63e+10	-5.651988
7.64e+10	-5.660860
7.65e+10	-5.669728
7.66e+10	-5.678592
7.67e+10	-5.687452
7.68e+10	-5.696307
7.69e+10	-5.705159
7.70e+10	-5.714006
7.71e+10	-5.722849
7.72e+10	-5.731688
7.73e+10	-5.740522
7.74e+10	-5.749353
7.75e+10	-5.758179
7.76e+10	-5.767001
7.77e+10	-5.775819
7.78e+10	-5.784633
7.79e+10	-5.793443
7.80e+10	-5.802248
7.81e+10	-5.811049
7.82e+10	-5.819846
7.83e+10	-5.828639
7.84e+10	-5.837428
7.85e+10	-5.846212
7.86e+10	-5.854992
7.87e+10	-5.863768
7.88e+10	-5.872539
7.89e+10	-5.881306
7.90e+10	-5.890069
7.91e+10	-5.898828
7.92e+10	-5.907583
7.93e+10	-5.916333
7.94e+10	-5.925079
7.95e+10	-5.933820
7.96e+10	-5.942558
7.97e+10	-5.951291
7.98e+10	-5.960020
7.99e+10	-5.968744
8.00e+10	-5.977465
8.01e+10	-5.986180
8.02e+10	-5.994892
8.03e+10	-6.003599
8.04e+10	-6.012302
8.05e+10	-6.021001
8.06e+10	-6.029695
8.07e+10	-6.038385
8.08e+10	-6.047071
8.09e+10	-6.055752
8.10e+10	-6.064429
8.11e+10	-6.073102
8.12e+10	-6.081770
8.13e+10	-6.090434
8.14e+10	-6.099094
8.15e+10	-6.107749
8.16e+10	-6.116400
8.17e+10	-6.125047
8.18e+10	-6.133689
8.19e+10	-6.142327
8.20e+10	-6.150960
8.21e+10	-6.159589
8.22e+10	-6.168214
8.23e+10	-6.176834
8.24e+10	-6.185450
8.25e+10	-6.194062
8.26e+10	-6.202669
8.27e+10	-6.211272
8.28e+10	-6.219870
8.29e+10	-6.228464
8.30e+10	-6.237054
8.31e+10	-6.245639
8.32e+10	-6.254220
8.33e+10	-6.262796
8.34e+10	-6.271368
8.35e+10	-6.279935
8.36e+10	-6.288499
8.37e+10	-6.297057
8.38e+10	-6.305612
8.39e+10	-6.314161
8.40e+10	-6.322707
8.41e+10	-6.331248
8.42e+10	-6.339784
8.43e+10	-6.348317
8.44e+10	-6.356844
8.45e+10	-6.365368
8.46e+10	-6.373886
8.47e+10	-6.382401
8.48e+10	-6.390911
8.49e+10	-6.399416
8.50e+10	-6.407917
8.51e+10	-6.416414
8.52e+10	-6.424906
8.53e+10	-6.433394
8.54e+10	-6.441877
8.55e+10	-6.450356
8.56e+10	-6.458830
8.57e+10	-6.467300
8.58e+10	-6.475766
8.59e+10	-6.484227
8.60e+10	-6.492683
8.61e+10	-6.501135
8.62e+10	-6.509583
8.63e+10	-6.518026
8.64e+10	-6.526465
8.65e+10	-6.534899
8.66e+10	-6.543329
8.67e+10	-6.551754
8.68e+10	-6.560175
8.69e+10	-6.568591
8.70e+10	-6.577003
8.71e+10	-6.585410
8.72e+10	-6.593813
8.73e+10	-6.602211
8.74e+10	-6.610605
8.75e+10	-6.618995
8.76e+10	-6.627380
8.77e+10	-6.635760
8.78e+10	-6.644136
8.79e+10	-6.652507
8.80e+10	-6.660874
8.81e+10	-6.669237
8.82e+10	-6.677595
8.83e+10	-6.685948
8.84e+10	-6.694297
8.85e+10	-6.702642
8.86e+10	-6.710982
8.87e+10	-6.719318
8.88e+10	-6.727649
8.89e+10	-6.735975
8.90e+10	-6.744297
8.91e+10	-6.752615
8.92e+10	-6.760928
8.93e+10	-6.769237
8.94e+10	-6.777541
8.95e+10	-6.785840
8.96e+10	-6.794135
8.97e+10	-6.802426
8.98e+10	-6.810712
8.99e+10	-6.818994
9.00e+10	-6.827271
9.01e+10	-6.835543
9.02e+10	-6.843811
9.03e+10	-6.852075
9.04e+10	-6.860334
9.05e+10	-6.868589
9.06e+10	-6.876839
9.07e+10	-6.885084
9.08e+10	-6.893325
9.09e+10	-6.901562
9.10e+10	-6.909794
9.11e+10	-6.918021
9.12e+10	-6.926245
9.13e+10	-6.934463
9.14e+10	-6.942677
9.15e+10	-6.950887
9.16e+10	-6.959092
9.17e+10	-6.967292
9.18e+10	-6.975488
9.19e+10	-6.983680
9.20e+10	-6.991867
9.21e+10	-7.000050
9.22e+10	-7.008228
9.23e+10	-7.016401
9.24e+10	-7.024570
9.25e+10	-7.032735
9.26e+10	-7.040895
9.27e+10	-7.049050
9.28e+10	-7.057201
9.29e+10	-7.065348
9.30e+10	-7.073490
9.31e+10	-7.081628
9.32e+10	-7.089761
9.33e+10	-7.097889
9.34e+10	-7.106013
9.35e+10	-7.114133
9.36e+10	-7.122248
9.37e+10	-7.130358
9.38e+10	-7.138464
9.39e+10	-7.146566
9.40e+10	-7.154663
9.41e+10	-7.162756
9.42e+10	-7.170844
9.43e+10	-7.178927
9.44e+10	-7.187006
9.45e+10	-7.195081
9.46e+10	-7.203151
9.47e+10	-7.211217
9.48e+10	-7.219278
9.49e+10	-7.227335
9.50e+10	-7.235387
9.51e+10	-7.243434
9.52e+10	-7.251478
9.53e+10	-7.259516
9.54e+10	-7.267551
9.55e+10	-7.275580
9.56e+10	-7.283606
9.57e+10	-7.291626
9.58e+10	-7.299643
9.59e+10	-7.307655
9.60e+10	-7.315662
9.61e+10	-7.323665
9.62e+10	-7.331663
9.63e+10	-7.339657
9.64e+10	-7.347647
9.65e+10	-7.355631
9.66e+10	-7.363612
9.67e+10	-7.371588
9.68e+10	-7.379560
9.69e+10	-7.387527
9.70e+10	-7.395489
9.71e+10	-7.403447
9.72e+10	-7.411401
9.73e+10	-7.419350
9.74e+10	-7.427295
9.75e+10	-7.435235
9.76e+10	-7.443171
9.77e+10	-7.451103
9.78e+10	-7.459029
9.79e+10	-7.466952
9.80e+10	-7.474870
9.81e+10	-7.482783
9.82e+10	-7.490693
9.83e+10	-7.498597
9.84e+10	-7.506497
9.85e+10	-7.514393
9.86e+10	-7.522284
9.87e+10	-7.530171
9.88e+10	-7.538054
9.89e+10	-7.545932
9.90e+10	-7.553805
9.91e+10	-7.561674
9.92e+10	-7.569539
9.93e+10	-7.577399
9.94e+10	-7.585255
9.95e+10	-7.593106
9.96e+10	-7.600953
9.97e+10	-7.608795
9.98e+10	-7.616633
9.99e+10	-7.624467
1.00e+11	-7.632296
1.00e+11	-7.640121
1.00e+11	-7.647941
1.00e+11	-7.655757
1.00e+11	-7.663569
1.00e+11	-7.671376
1.01e+11	-7.679178
1.01e+11	-7.686977
1.01e+11	-7.694770
1.01e+11	-7.702560
1.01e+11	-7.710345
1.01e+11	-7.718125
1.01e+11	-7.725902
1.01e+11	-7.733673
1.01e+11	-7.741441
1.02e+11	-7.749204
1.02e+11	-7.756962
1.02e+11	-7.764717
1.02e+11	-7.772466
1.02e+11	-7.780212
1.02e+11	-7.787953
1.02e+11	-7.795689
1.02e+11	-7.803421
1.02e+11	-7.811149
1.02e+11	-7.818873
1.02e+11	-7.826592
1.03e+11	-7.834306
1.03e+11	-7.842017
1.03e+11	-7.849723
1.03e+11	-7.857424
1.03e+11	-7.865121
1.03e+11	-7.872814
1.03e+11	-7.880503
1.03e+11	-7.888187
1.03e+11	-7.895866
1.04e+11	-7.903542
1.04e+11	-7.911213
1.04e+11	-7.918879
1.04e+11	-7.926541
1.04e+11	-7.934199
1.04e+11	-7.941853
1.04e+11	-7.949502
1.04e+11	-7.957147
1.04e+11	-7.964787
1.04e+11	-7.972424
1.04e+11	-7.980055
1.05e+11	-7.987683
1.05e+11	-7.995306
1.05e+11	-8.002925
1.05e+11	-8.010539
1.05e+11	-8.018149
1.05e+11	-8.025755
1.05e+11	-8.033357
1.05e+11	-8.040954
1.05e+11	-8.048547
1.06e+11	-8.056135
1.06e+11	-8.063719
1.06e+11	-8.071299
1.06e+11	-8.078875
1.06e+11	-8.086446
1.06e+11	-8.094013
1.06e+11	-8.101575
1.06e+11	-8.109134
1.06e+11	-8.116688
1.06e+11	-8.124237
1.06e+11	-8.131783
1.07e+11	-8.139324
1.07e+11	-8.146861
1.07e+11	-8.154393
1.07e+11	-8.161921
1.07e+11	-8.169445
1.07e+11	-8.176965
1.07e+11	-8.184480
1.07e+11	-8.191991
